Chapter,Character,N,A,I,C,DC,DN,Score
28,char_27,0,0,0,0,0,0,0
28,char_28,0,1,1,0,0,0,2
28,char_33,0,1,2,0,0,0,3
28,char_39,0,0,0,0,0,0,0
28,char_54,0,0,0,0,0,0,0
28,char_56,0,0,0,0,0,0,0
28,char_59,0,0,0,0,0,0,0
28,char_66,0,1,0,0,0,0,1
28,char_70,0,2,0,0,0,0,2
28,char_74,0,0,1,0,0,0,1
28,char_79,0,0,0,0,0,0,0
28,char_81,0,0,0,0,0,0,0
29,Charlotte,4,0,0,0,0,4,8
29,Elizabeth,13,3,24,8,0,13,61
29,"Elizabeth,--",1,0,0,0,0,1,2
29,Lady Catherine,20,1,11,16,2,17,67
29,Lady Metcalfe,1,0,0,0,1,0,2
29,Maria,5,0,1,0,0,5,11
29,Miss Bennet,2,0,0,0,2,0,4
29,Miss Pope,0,0,0,0,1,0,1
29,Miss de Bourgh,5,0,1,0,0,5,11
29,Mr.,0,0,0,0,0,1,1
29,Mr. Collins,10,2,8,3,1,9,33
29,Mr. Darcy,0,0,0,0,0,1,1
29,Mr. Wickham,1,0,0,0,0,1,2
29,Mrs. Collins,6,0,1,0,1,5,13
29,Mrs. Jenkinson,6,0,0,0,1,5,12
29,Sir Lewis de Bourgh,2,0,0,0,1,1,4
29,Sir William,7,0,2,2,0,7,18
29,The Miss Webbs,1,0,0,0,1,0,2
29,char_103,0,0,0,0,0,0,0
29,char_115,0,0,0,0,0,0,0
29,char_117,0,0,0,0,0,0,0
29,char_118,0,0,0,0,0,0,0
29,char_120,0,0,0,0,0,0,0
29,char_122,0,0,0,0,0,0,0
29,char_124,0,0,0,0,0,0,0
29,char_22,0,0,0,0,0,0,0
29,char_23,0,0,1,0,0,0,1
29,char_25,0,0,0,0,0,0,0
29,char_28,0,5,0,0,0,0,5
29,char_29,0,0,0,0,0,0,0
29,char_36,0,0,0,0,0,0,0
29,char_38,0,0,0,0,0,0,0
29,char_40,0,0,1,0,0,0,1
29,char_41,0,1,1,0,0,0,2
29,char_42,0,0,0,0,0,0,0
29,char_44,0,0,1,0,0,0,1
29,char_46,0,0,0,0,0,0,0
29,char_50,0,3,0,0,0,0,3
29,char_53,0,0,0,0,0,0,0
29,char_60,0,0,0,0,0,0,0
29,char_68,0,0,0,0,0,0,0
29,char_76,0,2,0,2,0,0,4
29,char_77,0,0,0,0,0,0,0
29,char_87,0,0,0,0,0,0,0
29,char_88,0,1,0,0,0,0,1
29,char_92,0,1,0,0,0,0,1
29,char_98,0,0,1,0,0,0,1
3,Catherine,0,0,0,0,0,1,1
3,Elizabeth,6,0,2,0,2,4,14
3,God,0,0,0,0,1,0,1
3,Jane,5,1,0,0,1,2,9
3,Lady Lucas,2,0,0,0,0,2,4
3,Lydia,0,0,0,0,0,1,1
3,Maria Lucas,0,0,0,0,1,0,1
3,Mary,1,0,1,0,0,1,3
3,Miss Bingley,2,0,0,0,0,2,4
3,Miss King,0,0,0,0,1,0,1
3,Miss Lucas,0,0,0,0,1,0,1
3,Mr. Bennet,4,7,7,0,1,3,22
3,Mr. Bingley,14,7,11,3,1,13,49
3,Mr. Darcy,7,6,2,6,0,6,27
3,Mr. Hurst,0,0,0,0,0,1,1
3,Mrs. Bennet,7,2,4,6,0,7,26
3,Mrs. Hurst,2,0,0,0,1,1,4
3,Sir William,0,0,0,0,0,1,1
3,char_100,0,0,0,0,0,0,0
3,char_104,0,0,0,0,0,0,0
3,char_105,0,0,0,0,0,0,0
3,char_113,0,0,0,0,0,0,0
3,char_25,0,0,0,0,0,0,0
3,char_26,0,0,0,2,0,0,2
3,char_33,0,0,1,0,0,0,1
3,char_53,0,0,1,0,0,0,1
3,char_57,0,0,1,0,0,0,1
3,char_75,0,0,2,0,0,0,2
3,char_83,0,0,1,0,0,0,1
3,char_89,0,1,3,0,0,0,4
3,char_93,0,1,2,2,0,0,5
3,the _ Boulanger_----,0,0,0,0,1,0,1
3,the eldest Miss Bennet,0,0,0,0,0,1,1
30,Charlotte,5,0,2,1,0,5,13
30,Colonel Fitzwilliam,1,1,0,0,0,1,3
30,Elizabeth,10,2,13,1,1,9,36
30,Jane,0,0,0,0,0,1,1
30,Lady Catherine,4,0,0,0,0,4,8
30,Lord ----,0,0,0,0,0,1,1
30,Miss Bennet,0,0,0,0,0,1,1
30,Miss Bingley,0,0,0,0,0,1,1
30,Miss De Bourgh,1,1,0,0,0,1,3
30,Miss Lucas,0,0,0,0,0,1,1
30,Mr. Collins,7,9,2,0,0,7,25
30,Mr. Darcy,4,3,2,0,1,3,13
30,Mrs. Collins,3,0,0,0,0,3,6
30,Sir William,3,0,0,0,0,3,6
30,char_19,0,1,0,0,0,0,1
30,char_22,0,0,1,0,0,0,1
30,char_25,0,1,0,0,0,0,1
30,char_35,0,0,0,0,0,0,0
30,char_37,0,2,1,0,0,0,3
30,char_45,0,0,0,0,0,0,0
30,char_46,0,0,0,0,0,0,0
30,char_50,0,0,0,0,0,0,0
30,char_61,0,0,0,0,0,0,0
30,char_67,0,0,0,0,0,0,0
30,char_72,0,2,0,0,0,0,2
30,char_76,0,0,1,0,0,0,1
30,char_89,0,0,0,0,0,0,0
30,the Bingleys,0,0,0,0,0,1,1
30,the Collinses,0,0,0,0,0,1,1
31,Anne,3,1,1,0,2,0,7
31,Colonel Fitzwilliam,10,1,3,7,2,8,31
31,"Darcy,--",0,0,0,0,0,1,1
31,Elizabeth,10,2,12,7,0,10,41
31,Georgiana,0,0,0,0,1,0,1
31,Lady Catherine,8,2,1,3,0,8,22
31,Ladyship,1,0,3,2,0,1,7
31,Miss Bennet,3,1,1,0,3,0,8
31,Miss Bingley,1,0,0,0,0,1,2
31,Miss De Bourgh,0,0,0,0,0,1,1
31,Mr. Darcy,13,2,12,10,4,9,50
31,Mrs. Collins,2,0,0,0,1,1,4
31,Mrs. Jenkinson,0,0,0,0,1,0,1
31,char_17,0,0,3,0,0,0,3
31,char_20,0,0,0,0,0,0,0
31,char_28,0,0,0,0,0,0,0
31,char_30,0,0,0,0,0,0,0
31,char_33,0,0,0,0,0,0,0
31,char_37,0,1,1,0,0,0,2
31,char_40,0,3,0,0,0,0,3
31,char_42,0,3,0,1,0,0,4
31,char_43,0,1,0,0,0,0,1
31,char_46,0,0,0,0,0,0,0
31,char_50,0,0,0,0,0,0,0
31,char_56,0,0,0,0,0,0,0
31,char_61,0,0,0,0,0,0,0
31,char_65,0,0,0,0,0,0,0
31,char_74,0,0,0,0,0,0,0
31,char_79,0,1,0,0,0,0,1
32,Charlotte,3,0,0,2,0,3,8
32,Colonel Fitzwilliam,4,3,2,0,0,4,13
32,Elizabeth,12,3,18,7,1,11,52
32,George Wickham,0,0,0,0,0,1,1
32,Jane,2,0,0,0,0,2,4
32,Kent,0,0,0,0,1,0,1
32,Lady Catherine,3,0,0,0,1,2,6
32,Maria,0,0,0,0,0,1,1
32,Miss Bennet,0,0,0,0,0,1,1
32,Mr.,0,0,0,0,1,0,1
32,Mr. Bingley,3,0,1,0,3,0,7
32,Mr. Collins,3,1,1,0,3,0,8
32,Mr. Darcy,8,7,6,11,1,7,40
32,Mrs. Collins,5,1,8,0,2,3,19
32,Netherfield,0,0,0,0,0,1,1
32,char_24,0,0,1,0,0,0,1
32,char_26,0,0,1,2,0,0,3
32,char_30,0,0,1,0,0,0,1
32,char_35,0,0,1,0,0,0,1
32,char_39,0,0,0,0,0,0,0
32,char_49,0,0,0,0,0,0,0
32,char_52,0,0,1,0,0,0,1
32,char_60,0,0,1,0,0,0,1
32,char_63,0,0,1,0,0,0,1
32,char_67,0,1,0,0,0,0,1
32,char_70,0,0,0,0,0,0,0
33,Bingley,7,0,1,0,3,2,13
33,Colonel Fitzwilliam,8,0,1,12,0,8,29
33,Darcy,7,0,1,0,6,1,15
33,Elizabeth,4,7,21,18,0,4,54
33,Jane,5,0,0,0,1,4,10
33,Lady Catherine,1,0,0,0,0,1,2
33,Miss Bingley,2,0,0,0,1,1,4
33,Mr.,0,0,0,0,0,1,1
33,Mr. Collins,1,0,1,0,0,1,3
33,Mr. Darcy,11,5,8,2,5,6,37
33,Mrs. Collins,2,0,2,0,0,2,6
33,Mrs. Hurst,0,0,0,0,1,0,1
33,char_22,0,1,0,0,0,0,1
33,char_24,0,0,1,0,0,0,1
33,char_25,0,0,9,12,0,0,21
33,char_26,0,0,2,0,0,0,2
33,char_28,0,1,1,0,0,0,2
33,char_43,0,0,0,0,0,0,0
33,char_51,0,0,0,0,0,0,0
33,char_53,0,0,2,0,0,0,2
33,char_55,0,0,0,0,0,0,0
33,char_59,0,1,1,0,0,0,2
33,char_61,0,0,0,0,0,0,0
33,char_66,0,0,0,0,0,0,0
33,char_67,0,0,0,0,0,0,0
33,char_72,0,0,0,0,0,0,0
33,char_76,0,0,0,0,0,0,0
33,char_80,0,0,0,0,0,0,0
34,Charlotte,0,0,0,0,0,1,1
34,Colonel Fitzwilliam,2,0,0,0,0,2,4
34,Elizabeth,9,4,22,13,0,9,57
34,Jane,3,0,0,0,0,3,6
34,Lady Catherine,0,0,0,0,0,1,1
34,Mr. Darcy,11,6,20,9,1,10,57
34,Mr. Wickham,2,0,0,0,1,1,4
34,char_11,0,0,0,0,0,0,0
34,char_17,0,0,2,0,0,0,2
34,char_18,0,0,2,0,0,0,2
34,char_19,0,1,2,1,0,0,4
34,char_31,0,0,0,0,0,0,0
34,char_34,0,0,0,0,0,0,0
34,char_36,0,0,0,0,0,0,0
34,char_37,0,0,0,0,0,0,0
35,Bingley,4,0,1,0,1,0,6
35,Colonel Fitzwilliam,2,0,0,0,1,0,3
35,Detection,0,0,0,0,1,0,1
35,Elizabeth,2,12,38,4,0,2,58
35,FITZWILLIAM DARCY,0,0,0,0,1,0,1
35,George Wickham,0,0,0,0,1,0,1
35,Georgiana,2,0,1,0,1,0,4
35,God,0,0,0,0,1,0,1
35,Miss Bennet,0,0,0,0,1,0,1
35,Miss Bingley,1,0,0,0,1,0,2
35,Mr. Darcy,4,0,0,0,1,3,8
35,Mr. Wickham,11,1,6,0,1,0,19
35,Mrs. Younge,2,0,0,0,1,0,3
35,Sir William Lucas,0,0,0,0,1,0,1
35,char_108,0,0,0,0,0,0,0
35,char_111,0,2,0,0,0,0,2
35,char_121,0,0,1,0,0,0,1
35,char_122,0,0,0,0,0,0,0
35,char_126,0,0,0,0,0,0,0
35,char_129,0,0,0,0,0,0,0
35,char_29,0,3,0,0,0,0,3
35,char_37,0,0,1,0,0,0,1
35,char_40,0,0,1,0,0,0,1
35,char_45,0,0,0,0,0,0,0
35,char_49,0,0,1,0,0,0,1
35,char_51,0,1,2,0,0,0,3
35,char_58,0,0,0,0,0,0,0
35,char_59,0,0,0,0,0,0,0
35,char_63,0,0,0,0,0,0,0
35,char_67,0,0,0,0,0,0,0
35,char_68,0,1,1,0,0,0,2
35,char_72,0,0,0,0,0,0,0
35,char_87,0,0,0,0,0,0,0
35,char_95,0,0,1,0,0,0,1
36,Charlotte,0,0,0,0,0,1,1
36,Colonel Fitzwilliam,4,1,0,0,0,4,9
36,Elizabeth,2,7,41,3,0,2,55
36,Jane,6,0,0,0,0,6,12
36,Miss Darcy,0,0,0,0,0,1,1
36,Miss King,1,0,0,0,0,1,2
36,Mr. Bingley,3,0,0,0,0,3,6
36,Mr. Darcy,13,4,1,0,0,13,31
36,Mr. Philips,0,0,0,0,0,1,1
36,Wickham,9,0,1,0,0,9,19
36,char_13,0,0,0,0,0,0,0
36,char_19,0,0,0,0,0,0,0
36,char_24,0,0,0,0,0,0,0
36,char_29,0,0,0,0,0,0,0
36,char_37,0,0,0,0,0,0,0
36,char_45,0,0,0,0,0,0,0
37,Bingley,1,0,0,0,0,1,2
37,Bromley,0,0,0,0,1,0,1
37,Darcy,2,0,2,0,2,0,6
37,Dawson,0,0,0,0,1,0,1
37,Elizabeth,4,0,5,4,0,4,17
37,Georgiana,0,0,0,0,1,0,1
37,Jane,4,0,1,0,0,4,9
37,John,0,0,0,0,1,0,1
37,Lady Anne,0,0,0,0,1,0,1
37,Lady Catherine,9,6,14,9,0,9,47
37,Ladyship,0,0,0,0,0,1,1
37,Lydia,3,0,0,0,0,3,6
37,Maria,1,2,1,0,0,1,5
37,Meryton,0,0,0,0,0,1,1
37,Miss Bennet,0,0,0,0,0,1,1
37,Miss de Bourgh,1,0,0,0,0,1,2
37,Mr. Collins,2,1,0,0,0,2,5
37,Mr. Darcy,3,0,0,0,1,2,6
37,Mrs. Bennet,0,0,0,0,1,0,1
37,Mrs. Collins,4,2,1,0,3,0,10
37,Rosings,2,0,0,0,1,1,4
37,Wickham,0,0,0,0,0,1,1
37,char_29,0,1,0,0,0,0,1
37,char_32,0,0,0,0,0,0,0
37,char_42,0,3,0,0,0,0,3
37,char_43,0,0,0,0,0,0,0
37,char_45,0,0,0,0,0,0,0
37,char_47,0,0,0,0,0,0,0
37,char_57,0,0,0,0,0,0,0
37,char_58,0,0,1,0,0,0,1
37,char_59,0,0,0,0,0,0,0
37,char_63,0,0,0,0,0,0,0
37,char_71,0,0,0,0,0,0,0
37,char_72,0,0,0,0,0,0,0
37,char_74,0,0,0,0,0,0,0
37,char_77,0,0,0,0,0,0,0
37,char_78,0,1,0,0,0,0,1
37,char_82,0,0,0,0,0,0,0
37,char_86,0,0,0,0,0,0,0
38,Bingley,0,0,0,0,0,1,1
38,Charlotte,3,0,4,0,1,2,10
38,Elizabeth,10,2,6,1,2,8,29
38,Hunsford,2,0,0,0,2,0,4
38,Jane,3,0,2,0,0,3,8
38,Lady Catherine,2,0,0,0,2,0,4
38,Longbourn,0,0,0,0,0,1,1
38,Maria,2,1,0,3,0,2,8
38,Mr.,0,0,0,0,0,1,1
38,Mr. Collins,3,1,5,5,0,3,17
38,Mr. Darcy,0,0,0,0,0,1,1
38,Mr. Gardiner,0,0,0,0,0,1,1
38,Mrs. Collins,2,0,0,0,2,0,4
38,Mrs. Gardiner,0,0,0,0,0,1,1
38,char_17,0,0,1,1,0,0,2
38,char_20,0,1,1,0,0,0,2
38,char_29,0,1,1,0,0,0,2
38,char_33,0,0,0,0,0,0,0
38,char_35,0,0,0,1,0,0,1
38,char_36,0,3,0,0,0,0,3
38,char_40,0,0,0,0,0,0,0
38,char_42,0,0,2,0,0,0,2
38,char_44,0,0,0,0,0,0,0
38,char_56,0,0,0,0,0,0,0
39,Chamberlayne,1,0,1,0,1,0,3
39,Colonel,0,0,0,0,1,0,1
39,Denny,0,0,0,0,1,0,1
39,Elizabeth,10,0,3,5,2,8,28
39,"Elizabeth,----",1,0,0,0,0,1,2
39,Harriet,0,0,0,0,1,0,1
39,Jane,5,0,2,1,1,4,13
39,Kitty,7,0,1,0,2,3,13
39,Lady Lucas,1,3,5,2,0,1,12
39,Lord,0,0,0,0,1,0,1
39,Lord,0,0,0,0,1,0,1
39,Lord,0,0,0,0,1,0,1
39,Lydia,11,3,17,12,0,11,54
39,Mamma,0,0,0,0,1,0,1
39,Maria,2,0,0,0,0,2,4
39,Mary,5,2,2,1,3,2,15
39,Mr. Bennet,2,0,0,0,0,2,4
39,Mr. Collins,0,0,0,0,1,0,1
39,Mrs. Bennet,2,0,1,0,0,2,5
39,Mrs. Forster,4,0,0,0,1,0,5
39,Pen,1,0,0,0,1,0,2
39,Philips,0,0,0,0,1,0,1
39,Pratt,0,0,0,0,1,0,1
39,Wickham,6,1,0,0,2,2,11
39,char_105,0,0,1,0,0,0,1
39,char_114,0,0,1,0,0,0,1
39,char_116,0,0,0,0,0,0,0
39,char_31,0,2,1,0,0,0,3
39,char_38,0,0,0,1,0,0,1
39,char_44,0,1,1,0,0,0,2
39,char_47,0,1,4,0,0,0,5
39,char_48,0,3,4,0,0,0,7
39,char_51,0,0,0,0,0,0,0
39,char_52,0,5,2,1,0,0,8
39,char_70,0,0,0,0,0,0,0
39,char_80,0,0,2,0,0,0,2
39,char_87,0,0,1,0,0,0,1
39,char_93,0,0,0,0,0,0,0
39,char_96,0,0,1,0,0,0,1
39,the Lucases,2,1,1,0,0,2,6
39,the Miss Bennets,1,0,0,0,0,1,2
4,Bingley,9,2,7,0,0,9,27
4,Darcy,7,0,1,0,0,7,15
4,Elizabeth,4,0,3,5,1,3,16
4,Jane,1,0,9,6,0,1,17
4,Miss Bennet,3,0,0,0,0,3,6
4,Miss Bingley,2,0,0,0,1,1,4
4,Mrs. Hurst,2,0,1,0,0,2,5
4,char_10,0,0,1,0,0,0,1
4,char_11,0,0,1,0,0,0,1
4,char_21,0,0,2,0,0,0,2
4,char_48,0,0,2,0,0,0,2
4,char_49,0,0,0,0,0,0,0
4,char_53,0,0,0,0,0,0,0
4,char_63,0,0,0,0,0,0,0
4,char_65,0,0,0,0,0,0,0
4,char_66,0,0,0,0,0,0,0
4,char_67,0,0,0,0,0,0,0
4,char_68,0,0,0,0,0,0,0
40,Bingley,2,0,0,0,1,1,4
40,Charlotte,1,0,0,0,1,0,2
40,Elizabeth,10,1,19,27,2,6,65
40,Jane,9,0,4,0,2,6,21
40,Longbourn,0,0,0,0,1,0,1
40,Miss Bennet,2,0,0,2,0,2,6
40,Mr. Darcy,10,0,1,0,5,4,20
40,Mrs. Bennet,1,0,2,3,0,1,7
40,Philips,0,0,0,0,1,0,1
40,Wickham,3,0,0,0,2,1,6
40,Wickham,4,0,0,0,4,0,8
40,char_14,0,0,0,0,0,0,0
40,char_18,0,0,0,0,0,0,0
40,char_29,0,0,0,0,0,0,0
40,char_31,0,0,0,0,0,0,0
40,char_32,0,0,3,4,0,0,7
40,char_34,0,0,0,0,0,0,0
40,char_36,0,0,0,0,0,0,0
40,char_40,0,0,0,0,0,0,0
40,char_46,0,0,0,0,0,0,0
40,char_49,0,0,0,0,0,0,0
40,char_52,0,2,1,0,0,0,3
40,char_57,0,0,0,0,0,0,0
40,char_58,0,0,1,0,0,0,1
41,Colonel Fitzwilliam,0,0,0,0,0,1,1
41,Colonel Forster,0,0,0,0,1,0,1
41,Colonel Miller,0,0,0,0,1,0,1
41,Elizabeth,12,3,18,5,2,10,50
41,Good Heaven,0,0,0,0,1,0,1
41,Jane,2,0,0,0,1,1,4
41,Kitty,6,1,0,1,1,5,14
41,Lydia,21,8,4,3,5,14,55
41,Miss de Bourgh,0,0,0,0,1,0,1
41,Mr. Bennet,2,0,1,4,0,2,9
41,Mr. Darcy,4,0,0,0,2,2,8
41,Mrs. Bennet,3,0,1,1,0,3,8
41,Mrs. Forster,5,0,0,0,1,4,10
41,Philips,0,0,0,0,1,0,1
41,The elder Miss Bennets,1,0,0,0,0,1,2
41,Wickham,4,0,10,11,0,4,29
41,char_102,0,0,1,0,0,0,1
41,char_106,0,0,0,0,0,0,0
41,char_23,0,0,0,2,0,0,2
41,char_29,0,0,2,4,0,0,6
41,char_37,0,0,0,0,0,0,0
41,char_38,0,0,0,0,0,0,0
41,char_42,0,0,2,0,0,0,2
41,char_43,0,0,2,1,0,0,3
41,char_47,0,0,1,0,0,0,1
41,char_51,0,0,0,0,0,0,0
41,char_64,0,0,0,0,0,0,0
41,char_66,0,0,0,0,0,0,0
41,char_73,0,0,1,0,0,0,1
41,char_74,0,0,0,0,0,0,0
41,char_82,0,0,1,0,0,0,1
41,char_83,0,0,0,0,0,0,0
41,char_89,0,0,1,0,0,0,1
41,char_93,0,0,0,0,0,0,0
41,char_97,0,0,1,0,0,0,1
41,papa,0,0,0,0,1,0,1
42,Elizabeth,10,0,19,2,0,10,41
42,Jane,2,0,0,0,0,2,4
42,Kitty,5,0,0,0,0,5,10
42,Lydia,1,3,3,2,0,1,10
42,Mr.,0,0,0,0,0,1,1
42,Mr. Bennet,1,0,0,0,0,1,2
42,Mr. Darcy,0,0,0,0,0,1,1
42,Mr. Gardiner,2,0,0,0,0,2,4
42,Mrs. Bennet,1,0,0,0,0,1,2
42,Mrs. Forster,0,0,0,0,0,1,1
42,Mrs. Gardiner,6,0,2,2,0,6,16
42,Pemberley,2,0,0,0,0,2,4
42,The Gardiners,1,1,0,0,0,1,3
42,Wickham,2,0,0,0,1,1,4
42,char_101,0,0,0,0,0,0,0
42,char_110,0,0,3,0,0,0,3
42,char_29,0,0,0,0,0,0,0
42,char_30,0,0,0,0,0,0,0
42,char_32,0,0,0,0,0,0,0
42,char_34,0,0,0,0,0,0,0
42,char_46,0,0,0,0,0,0,0
42,char_50,0,0,0,0,0,0,0
42,char_54,0,0,0,0,0,0,0
42,char_57,0,0,0,0,0,0,0
42,char_68,0,2,1,0,0,0,3
42,char_74,0,0,0,0,0,0,0
42,char_77,0,1,0,0,0,0,1
42,char_80,0,0,0,0,0,0,0
42,char_87,0,1,1,0,0,0,2
42,char_94,0,0,0,2,0,0,2
43,Dovedale,0,0,0,0,0,1,1
43,Elizabeth,42,16,69,21,3,39,190
43,Hunsford,0,0,0,0,1,0,1
43,Matlock,0,0,0,0,0,1,1
43,Miss Darcy,7,3,0,0,2,5,17
43,Mr.,0,0,0,0,0,1,1
43,Mr.,0,0,0,0,0,1,1
43,Mr.,0,0,0,0,0,1,1
43,Mr. Darcy,10,6,15,0,2,8,41
43,Mr. Gardiner,6,1,4,5,0,6,22
43,Mrs. Gardiner,12,2,5,5,0,12,36
43,Mrs. Reynolds,9,1,4,8,0,9,31
43,Pemberley,2,0,0,0,0,2,4
43,Rosings,0,0,0,0,0,1,1
43,Wickham,7,0,0,0,2,4,13
43,char_103,0,5,2,0,0,0,7
43,char_106,0,0,0,0,0,0,0
43,char_113,0,4,3,0,0,0,7
43,char_119,0,4,0,0,0,0,4
43,char_120,0,0,0,0,0,0,0
43,char_121,0,0,1,0,0,0,1
43,char_124,0,0,0,0,0,0,0
43,char_127,0,3,0,0,0,0,3
43,char_135,0,6,3,0,0,0,9
43,char_162,0,0,0,0,0,0,0
43,char_164,0,0,0,0,0,0,0
43,char_171,0,0,0,0,0,0,0
43,char_176,0,2,3,4,0,0,9
43,char_178,0,2,1,0,0,0,3
43,char_179,0,1,0,2,0,0,3
43,char_185,0,4,1,0,0,0,5
43,char_204,0,0,0,0,0,0,0
43,char_205,0,0,2,0,0,0,2
43,char_207,0,0,0,0,0,0,0
43,char_208,0,1,0,0,0,0,1
43,char_219,0,0,0,0,0,0,0
43,char_220,0,0,0,0,0,0,0
43,char_221,0,0,0,0,0,0,0
43,char_222,0,2,0,0,0,0,2
43,char_228,0,0,0,0,0,0,0
43,char_229,0,0,0,0,0,0,0
43,char_233,0,0,1,0,0,0,1
43,char_239,0,0,0,0,0,0,0
43,char_24,0,10,1,0,0,0,11
43,char_244,0,0,1,0,0,0,1
43,char_250,0,0,0,0,0,0,0
43,char_254,0,0,0,0,0,0,0
43,char_257,0,0,0,0,0,0,0
43,char_264,0,0,0,0,0,0,0
43,char_267,0,0,0,0,0,0,0
43,char_275,0,0,0,0,0,0,0
43,char_42,0,2,4,3,0,0,9
43,char_54,0,0,0,0,0,0,0
43,char_56,0,1,0,0,0,0,1
43,char_57,0,2,1,4,0,0,7
43,char_58,0,0,1,0,0,0,1
43,char_59,0,1,0,9,0,0,10
43,char_62,0,1,0,0,0,0,1
43,char_65,0,0,0,0,0,0,0
43,char_70,0,0,0,0,0,0,0
43,char_72,0,0,0,1,0,0,1
43,char_81,0,1,0,0,0,0,1
43,char_93,0,0,0,0,0,0,0
43,"you,--Mr . Bingley",2,0,0,0,1,1,4
44,Bingley,6,1,0,0,0,6,13
44,Elizabeth,14,6,30,0,0,14,64
44,Georgiana,0,0,0,0,0,1,1
44,Jane,2,0,0,0,0,2,4
44,Miss Bennet,0,0,0,0,0,1,1
44,Miss Darcy,6,1,0,0,0,6,13
44,Mr.,0,0,0,0,0,1,1
44,Mr.,0,0,0,0,0,1,1
44,Mr.,0,0,0,0,0,1,1
44,Mr. Darcy,11,2,7,2,0,11,33
44,Mr. Gardiner,1,1,0,0,0,1,3
44,Mrs. Gardiner,4,0,1,0,0,4,9
44,Rosings,0,0,0,0,0,1,1
44,char_103,0,0,0,0,0,0,0
44,char_19,0,0,0,0,0,0,0
44,char_21,0,2,2,0,0,0,4
44,char_32,0,0,1,0,0,0,1
44,char_33,0,0,0,0,0,0,0
44,char_34,0,0,0,0,0,0,0
44,char_35,0,0,0,0,0,0,0
44,char_40,0,0,0,0,0,0,0
44,char_44,0,1,1,0,0,0,2
44,char_49,0,0,2,0,0,0,2
44,char_57,0,0,0,0,0,0,0
44,char_58,0,0,0,0,0,0,0
44,char_65,0,1,2,0,0,0,3
44,char_68,0,0,1,0,0,0,1
44,char_72,0,0,0,0,0,0,0
45,Elizabeth,16,0,24,5,1,15,61
45,Elizabeth,4,0,5,0,1,3,13
45,Georgiana,5,0,0,0,0,5,10
45,Louisa,0,0,0,0,1,0,1
45,Miss Bennet,0,0,0,0,0,1,1
45,Miss Bingley,14,0,4,1,0,14,33
45,Miss Darcy,9,1,4,0,0,9,23
45,Mr. Darcy,8,6,7,2,1,7,31
45,Mr. Gardiner,0,0,0,0,0,1,1
45,Mrs. Annesley,2,0,0,0,0,2,4
45,Mrs. Gardiner,5,0,1,0,0,5,11
45,Mrs. Hurst,2,0,0,0,0,2,4
45,Wickham,0,0,0,0,0,1,1
45,char_21,0,0,0,0,0,0,0
45,char_30,0,0,1,0,0,0,1
45,char_32,0,0,0,0,0,0,0
45,char_33,0,1,0,0,0,0,1
45,char_38,0,0,0,0,0,0,0
45,char_42,0,0,0,0,0,0,0
45,char_51,0,1,1,0,0,0,2
45,char_52,0,0,0,0,0,0,0
45,char_64,0,0,0,0,0,0,0
45,char_71,0,1,1,0,0,0,2
45,char_83,0,0,1,0,0,0,1
46,Colonel F.,3,2,2,0,1,0,8
46,Colonel Forster,5,1,1,0,2,0,9
46,Darcy,8,3,2,4,1,7,25
46,Denny,1,1,0,0,1,0,3
46,Elizabeth,17,7,24,10,2,12,72
46,Good God,0,0,0,0,1,0,1
46,Jane,7,0,0,0,2,5,14
46,John,1,0,0,0,1,0,2
46,Kitty,2,0,1,0,2,0,5
46,Longbourn,0,0,0,0,1,0,1
46,Lydia,16,1,2,0,2,10,31
46,Miss Darcy,0,0,0,0,1,0,1
46,Mr.,0,0,0,0,0,1,1
46,Mr.,0,0,0,0,0,1,1
46,Mr.,0,0,0,0,1,0,1
46,Mr. Gardiner,3,1,1,0,1,2,8
46,Mrs. F.,2,0,0,0,1,0,3
46,Mrs. Gardiner,4,1,0,3,1,3,12
46,Pemberley,0,0,0,0,1,0,1
46,W.,2,0,1,0,1,0,4
46,Wickham,6,1,0,0,3,3,13
46,char_104,0,0,0,0,0,0,0
46,char_105,0,0,0,0,0,0,0
46,char_106,0,0,0,0,0,0,0
46,char_111,0,0,0,0,0,0,0
46,char_118,0,0,0,0,0,0,0
46,char_121,0,0,0,0,0,0,0
46,char_124,0,0,0,0,0,0,0
46,char_128,0,1,1,0,0,0,2
46,char_130,0,2,0,0,0,0,2
46,char_138,0,0,0,0,0,0,0
46,char_32,0,0,2,0,0,0,2
46,char_35,0,1,0,0,0,0,1
46,char_38,0,2,16,2,0,0,20
46,char_39,0,1,0,2,0,0,3
46,char_50,0,0,3,2,0,0,5
46,char_51,0,0,0,0,0,0,0
46,char_53,0,0,0,0,0,0,0
46,char_60,0,0,0,0,0,0,0
46,char_69,0,0,0,0,0,0,0
46,char_73,0,0,0,0,0,0,0
46,char_74,0,1,1,2,0,0,4
46,char_77,0,0,0,0,0,0,0
46,char_84,0,2,5,0,0,0,7
46,char_87,0,1,1,0,0,0,2
46,char_89,0,0,0,0,0,0,0
46,char_90,0,0,0,0,0,0,0
46,char_91,0,0,0,0,0,0,0
46,char_93,0,0,0,0,0,0,0
46,char_95,0,2,0,0,0,0,2
47,Colonel Fitzwilliam,0,0,0,0,1,0,1
47,Colonel Forster,8,2,6,0,8,0,24
47,Denny,3,0,1,0,2,0,6
47,Elizabeth,20,5,9,22,2,18,76
