Chapter,Character,N,A,I,C,DC,DN,Score
41,Lydia,21,8,4,3,5,14,55
41,Elizabeth,12,3,18,5,2,10,50
41,Wickham,4,0,10,11,0,4,29
41,Kitty,6,1,0,1,1,5,14
41,Mrs. Forster,5,0,0,0,1,4,10
41,Mr. Bennet,2,0,1,4,0,2,9
41,Mr. Darcy,4,0,0,0,2,2,8
41,Mrs. Bennet,3,0,1,1,0,3,8
41,Jane,2,0,0,0,1,1,4
41,The elder Miss Bennets,1,0,0,0,0,1,2
41,Colonel Fitzwilliam,0,0,0,0,0,1,1
41,Colonel Forster,0,0,0,0,1,0,1
41,Colonel Miller,0,0,0,0,1,0,1
41,Good Heaven,0,0,0,0,1,0,1
41,Miss de Bourgh,0,0,0,0,1,0,1
41,Philips,0,0,0,0,1,0,1
41,papa,0,0,0,0,1,0,1
42,Elizabeth,10,0,19,2,0,10,41
42,Mrs. Gardiner,6,0,2,2,0,6,16
42,Kitty,5,0,0,0,0,5,10
42,Lydia,1,3,3,2,0,1,10
42,Jane,2,0,0,0,0,2,4
42,Mr. Gardiner,2,0,0,0,0,2,4
42,Pemberley,2,0,0,0,0,2,4
42,Wickham,2,0,0,0,1,1,4
42,The Gardiners,1,1,0,0,0,1,3
42,Mr. Bennet,1,0,0,0,0,1,2
42,Mrs. Bennet,1,0,0,0,0,1,2
42,Mr.,0,0,0,0,0,1,1
42,Mr. Darcy,0,0,0,0,0,1,1
42,Mrs. Forster,0,0,0,0,0,1,1
43,Elizabeth,42,16,69,21,3,39,190
43,Mr. Darcy,10,6,15,0,2,8,41
43,Mrs. Gardiner,12,2,5,5,0,12,36
43,Mrs. Reynolds,9,1,4,8,0,9,31
43,Mr. Gardiner,6,1,4,5,0,6,22
43,Miss Darcy,7,3,0,0,2,5,17
43,Wickham,7,0,0,0,2,4,13
43,Pemberley,2,0,0,0,0,2,4
43,"you,--Mr . Bingley",2,0,0,0,1,1,4
43,Dovedale,0,0,0,0,0,1,1
43,Hunsford,0,0,0,0,1,0,1
43,Matlock,0,0,0,0,0,1,1
43,Mr.,0,0,0,0,0,1,1
43,Mr.,0,0,0,0,0,1,1
43,Mr.,0,0,0,0,0,1,1
43,Rosings,0,0,0,0,0,1,1
44,Elizabeth,14,6,30,0,0,14,64
44,Mr. Darcy,11,2,7,2,0,11,33
44,Bingley,6,1,0,0,0,6,13
44,Miss Darcy,6,1,0,0,0,6,13
44,Mrs. Gardiner,4,0,1,0,0,4,9
44,Jane,2,0,0,0,0,2,4
44,Mr. Gardiner,1,1,0,0,0,1,3
44,Georgiana,0,0,0,0,0,1,1
44,Miss Bennet,0,0,0,0,0,1,1
44,Mr.,0,0,0,0,0,1,1
44,Mr.,0,0,0,0,0,1,1
44,Mr.,0,0,0,0,0,1,1
44,Rosings,0,0,0,0,0,1,1
45,Elizabeth,16,0,24,5,1,15,61
45,Miss Bingley,14,0,4,1,0,14,33
45,Mr. Darcy,8,6,7,2,1,7,31
45,Miss Darcy,9,1,4,0,0,9,23
45,Elizabeth,4,0,5,0,1,3,13
45,Mrs. Gardiner,5,0,1,0,0,5,11
45,Georgiana,5,0,0,0,0,5,10
45,Mrs. Annesley,2,0,0,0,0,2,4
45,Mrs. Hurst,2,0,0,0,0,2,4
45,Louisa,0,0,0,0,1,0,1
45,Miss Bennet,0,0,0,0,0,1,1
45,Mr. Gardiner,0,0,0,0,0,1,1
45,Wickham,0,0,0,0,0,1,1
46,Elizabeth,17,7,24,10,2,12,72
46,Lydia,16,1,2,0,2,10,31
46,Darcy,8,3,2,4,1,7,25
46,Jane,7,0,0,0,2,5,14
46,Wickham,6,1,0,0,3,3,13
46,Mrs. Gardiner,4,1,0,3,1,3,12
46,Colonel Forster,5,1,1,0,2,0,9
46,Colonel F.,3,2,2,0,1,0,8
46,Mr. Gardiner,3,1,1,0,1,2,8
46,Kitty,2,0,1,0,2,0,5
46,W.,2,0,1,0,1,0,4
46,Denny,1,1,0,0,1,0,3
46,Mrs. F.,2,0,0,0,1,0,3
46,John,1,0,0,0,1,0,2
46,Good God,0,0,0,0,1,0,1
46,Longbourn,0,0,0,0,1,0,1
46,Miss Darcy,0,0,0,0,1,0,1
46,Mr.,0,0,0,0,0,1,1
46,Mr.,0,0,0,0,0,1,1
46,Mr.,0,0,0,0,1,0,1
46,Pemberley,0,0,0,0,1,0,1
47,Elizabeth,20,5,9,22,2,18,76
47,Jane,16,3,13,7,7,8,54
47,Lydia,24,2,5,0,18,3,52
47,Colonel Forster,8,2,6,0,8,0,24
47,Mrs. Bennet,2,1,6,4,0,2,15
47,Kitty,6,0,2,0,3,2,13
47,Mr. Bennet,3,3,1,2,2,1,12
47,Mrs. Gardiner,3,0,3,3,0,3,12
47,Mary,6,0,0,0,2,3,11
47,Mr. Gardiner,3,0,1,4,0,3,11
47,Denny,3,0,1,0,2,0,6
47,Mr. Darcy,2,1,1,0,2,0,6
47,Harriet,1,0,3,0,1,0,5
47,LYDIA BENNET,2,0,0,0,2,0,4
47,Meryton,2,0,0,0,2,0,4
47,Pratt,1,0,1,0,1,0,3
47,Mrs. Forster,1,0,0,0,1,0,2
47,Colonel Fitzwilliam,0,0,0,0,1,0,1
47,Gretna Green,0,0,0,0,1,0,1
47,Lady Lucas,0,0,0,0,1,0,1
47,Miss Bennet,0,0,0,0,0,1,1
47,Miss Darcy,0,0,0,0,1,0,1
47,Mr.,0,0,0,0,0,1,1
47,One,0,0,0,0,0,1,1
47,Philips,0,0,0,0,1,0,1
47,Sally,0,0,0,0,1,0,1
47,The Collinses,0,0,0,0,1,0,1
47,elder Miss Bennets,0,0,0,0,0,1,1
48,Elizabeth,11,0,11,5,2,8,37
48,Mr. Gardiner,7,5,4,2,0,7,25
48,Kitty,7,3,2,3,2,5,22
48,Mr. Bennet,7,3,3,1,0,7,21
48,Jane,3,0,4,2,0,3,12
48,Lydia,5,0,0,0,3,2,10
48,Mrs. Gardiner,4,2,0,0,0,4,10
48,Colonel Forster,4,0,2,0,1,2,9
48,Mrs. Bennet,3,0,0,2,0,3,8
48,Wickham,3,0,1,0,1,2,7
48,Mrs. Collins,2,0,1,0,1,1,5
48,All Meryton,0,0,0,0,0,1,1
48,Charlotte,0,0,0,0,1,0,1
48,Darcy,0,0,0,0,0,1,1
48,Hertfordshire,0,0,0,0,1,0,1
48,Miss Bennet,0,0,0,0,0,1,1
48,Mr. Collins,0,0,0,0,0,1,1
48,Pemberley,0,0,0,0,0,1,1
49,Elizabeth,14,4,17,19,1,13,68
49,Jane,11,7,11,15,1,10,55
49,Lydia,8,0,0,0,6,2,16
49,Wickham,7,0,1,0,7,0,15
49,Hill,5,1,2,2,2,2,14
49,Mr. Gardiner,6,0,0,0,4,2,12
49,Kitty,3,1,0,0,2,1,7
49,Mr. Bennet,2,0,0,0,0,2,4
49,Mrs. Bennet,2,0,0,0,0,2,4
49,Miss Bennet,1,0,1,0,0,1,3
49,Haggerston,0,0,0,0,1,0,1
49,June,0,0,0,0,1,0,1
49,Lady Lucas,0,0,0,0,1,0,1
49,Mary,0,0,0,0,0,1,1
49,Mrs. Long,0,0,0,0,1,0,1
49,Mrs. Wickham,0,0,0,0,1,0,1
49,Philips,0,0,0,0,1,0,1
50,Lydia,10,1,4,2,0,10,27
50,Mrs. Bennet,8,0,4,3,1,7,23
50,Mr. Bennet,7,1,6,0,0,7,21
50,Wickham,8,0,1,0,1,6,16
50,Elizabeth,3,1,7,0,0,3,14
50,Mr. Gardiner,2,0,4,2,0,2,10
50,Mr. Darcy,2,0,1,0,0,2,5
50,Jane,2,0,0,0,0,2,4
50,Colonel Forster,1,0,0,0,1,0,2
50,Ashworth,0,0,0,0,1,0,1
50,Derbyshire,0,0,0,0,0,1,1
50,E. GARDINER,0,0,0,0,1,0,1
50,General----,0,0,0,0,1,0,1
50,Haggerston,0,0,0,0,1,0,1
50,Mrs. Forster,0,0,0,0,1,0,1
50,Mrs. Gardiner,0,0,0,0,1,0,1
50,Purvis Lodge,0,0,0,0,1,0,1
50,the Gouldings,0,0,0,0,1,0,1
51,Elizabeth,15,8,23,14,1,14,75
51,Lydia,16,17,10,14,2,14,73
51,Jane,7,1,1,2,1,6,18
51,Wickham,8,2,1,0,4,3,18
51,Wickham,4,0,0,0,1,3,8
51,Mr. Darcy,3,0,0,0,2,1,6
51,Mrs. Bennet,2,0,1,0,0,2,5
51,William Goulding,1,0,2,0,1,0,4
51,Mr. Bennet,1,1,0,0,0,1,3
51,"Elizabeth,--",0,0,0,0,0,1,1
51,Lord,0,0,0,0,1,0,1
51,Miss Bennet,0,0,0,0,0,1,1
51,Miss Bennets,0,0,0,0,0,1,1
51,Mr. Stone,0,0,0,0,1,0,1
51,Mrs. Hill,0,0,0,0,0,1,1
51,Mrs. Philips,0,0,0,0,0,1,1
51,the Lucases,0,0,0,0,0,1,1
52,Wickham,15,4,24,16,2,3,64
52,Mr. Darcy,9,4,24,5,2,2,46
52,Elizabeth,9,1,12,12,1,4,39
52,Lydia,8,3,5,0,2,1,19
52,Mr. Gardiner,3,0,0,0,2,0,5
52,"a Mrs. Younge , who was some time ago governess to Miss Darcy , and was dismissed from her charge",3,0,1,0,1,0,5
52,Jane,3,0,0,0,1,0,4
52,Miss de Bourgh,0,0,0,0,1,0,1
52,Mr. Bennet,0,0,0,0,1,0,1
52,Mrs. Bennet,0,0,0,0,1,0,1
52,Pemberley,0,0,0,0,1,0,1
52,Poor Reynolds,0,0,0,0,1,0,1
52,the Gardiners,0,0,0,0,1,0,1
53,Elizabeth,16,4,23,11,1,15,70
53,Mr. Bingley,15,13,13,0,7,8,56
53,Jane,12,1,16,5,0,12,46
53,Mrs. Bennet,9,0,9,10,0,9,37
53,Mr. Darcy,6,1,9,1,0,6,23
53,Lydia,5,2,6,1,3,2,19
53,Mr. Wickham,2,0,3,2,0,2,9
53,Kitty,2,0,0,4,0,2,8
53,Mr. Bennet,2,0,1,2,1,1,7
53,Mrs. Gardiner,3,0,0,0,1,2,6
53,Mrs. Nichols,1,2,0,0,1,0,4
53,Mr.,1,0,0,0,1,0,2
53,Sir William Lucas,1,0,0,0,1,0,2
53,George Wickham,0,0,0,0,1,0,1
53,Happy,0,0,0,0,1,0,1
53,Lord,0,0,0,0,1,0,1
53,Miss Lucas,0,0,0,0,1,0,1
53,Mr.,0,0,0,0,0,1,1
53,Mr. Darcy!--and,0,0,0,0,1,0,1
53,Mrs. Long,0,0,0,0,1,0,1
53,Mrs. Philips,0,0,0,0,0,1,1
53,the Gouldings,0,0,0,0,1,0,1
54,Elizabeth,14,5,21,15,1,12,68
54,Mr. Darcy,5,8,6,0,1,4,24
54,Mrs. Bennet,4,2,7,2,0,3,18
54,Jane,5,0,2,0,2,3,12
54,Bingley,4,0,1,0,0,4,9
54,Miss Bennet,2,1,1,2,0,2,8
54,Mrs. Long,2,0,0,0,1,0,3
54,Mrs. Annesley,0,0,0,0,1,0,1
55,Elizabeth,23,8,12,12,4,18,77
55,Jane,19,3,7,10,3,16,58
55,Bingley,13,11,5,2,1,12,44
55,Mrs. Bennet,9,1,2,6,0,9,27
55,Kitty,9,2,2,1,3,6,23
55,Mr. Bennet,4,3,1,3,1,3,15
55,Lydia,2,1,0,0,0,2,5
55,Mary,2,1,0,0,0,2,5
55,Miss Bennet,2,0,0,0,1,1,4
55,"Kitty,--",0,0,0,0,0,1,1
55,Miss Bingley,0,0,0,0,1,0,1
55,Mr. Collins,0,0,0,0,1,0,1
55,Mr. Darcy,0,0,0,0,0,1,1
55,Mrs. Philips,0,0,0,0,0,1,1
55,Sarah,0,0,0,0,1,0,1
55,The Bennets,0,0,0,0,0,1,1
55,Wickham,0,0,0,0,0,1,1
56,Elizabeth,31,3,19,16,13,18,100
56,Lady Catherine,14,8,9,7,1,12,51
56,Mrs. Bennet,5,1,8,8,0,5,27
56,Mr. Darcy,6,0,1,0,6,0,13
56,Bingley,2,1,0,0,0,2,5
56,"Elizabeth,--",2,0,0,1,0,2,5
56,Miss de Bourgh,2,0,0,0,2,0,4
56,Charlotte,1,0,0,0,0,1,2
56,Jane,0,0,0,0,0,1,1
56,Mr.,0,0,0,0,1,0,1
56,Mrs. Collins,0,0,0,0,1,0,1
56,Rosings,0,0,0,0,1,0,1
56,Sir William Lucas,0,0,0,0,1,0,1
57,Elizabeth,17,4,17,7,2,9,56
57,Lady Catherine,7,1,7,2,2,5,24
57,Mr. Collins,4,0,0,0,4,0,8
57,Mr. Darcy,4,0,0,0,1,2,7
57,Bingley,2,0,0,0,0,2,4
57,Mrs. Bennet,2,0,0,0,1,1,4
57,Charlotte,0,0,0,0,1,0,1
57,Jane,0,0,0,0,0,1,1
57,Lydia,0,0,0,0,1,0,1
57,Mrs. Collins,0,0,0,0,1,0,1
57,Rosings,0,0,0,0,0,1,1
57,Wickham,0,0,0,0,1,0,1
58,Darcy,8,2,26,25,1,7,69
58,Elizabeth,14,2,14,10,1,13,54
58,Kitty,6,2,4,2,1,5,20
58,Bingley,7,0,1,0,2,5,15
58,Jane,3,0,0,0,1,2,6
58,Mrs. Bennet,2,0,0,0,0,2,4
58,Georgiana,1,0,0,0,0,1,2
58,April,0,0,0,0,1,0,1
58,Lydia,0,0,0,0,1,0,1
58,Maria,0,0,0,0,0,1,1
58,Mary,0,0,0,0,0,1,1
58,Mrs. Gardiner,0,0,0,0,1,0,1
58,the Lucases,0,0,0,0,0,1,1
59,Lizzy,29,7,30,12,12,13,103
59,Mr. Darcy,15,4,6,2,7,8,42
59,Jane,11,0,5,6,5,6,33
59,Mrs. Bennet,6,4,3,5,1,5,24
59,Bingley,9,1,1,3,4,3,21
59,Miss Bennet,3,0,6,5,0,3,17
59,Kitty,6,0,1,0,3,2,12
59,Mr. Bennet,3,1,3,2,0,3,12
59,Lydia,2,0,0,0,0,2,4
59,Lord,0,0,0,0,1,0,1
59,Lord,0,0,0,0,1,0,1
59,Mary,0,0,0,0,1,0,1
59,Mr. Collins,0,0,0,0,0,1,1
59,Wickham,0,0,0,0,1,0,1
60,Elizabeth,7,0,15,20,1,5,48
60,Mr. Darcy,6,3,11,2,1,4,27
60,Lady Catherine,6,0,1,0,4,2,13
60,Jane,5,0,1,0,3,2,11
60,Bingley,3,0,0,1,1,2,7
60,Mrs. Philips,2,0,1,0,0,2,5
60,Mr. Collins,2,0,0,0,0,2,4
60,Sir William Lucas,2,0,0,0,0,2,4
60,Mr. Bennet,1,0,0,1,0,1,3
60,Miss Darcy,1,0,0,0,0,1,2
60,Charlotte,0,0,0,0,0,1,1
60,Lydia,0,0,0,0,1,0,1
60,Mrs. Gardiner,0,0,0,0,0,1,1
61,Elizabeth,12,0,6,1,1,11,31
61,Darcy,7,0,2,0,1,5,15
61,Lydia,6,0,0,2,0,6,14
61,Georgiana,3,0,3,0,0,3,9
61,Wickham,4,0,1,0,1,2,8
61,Kitty,2,2,1,0,0,2,7
61,Jane,3,0,0,0,0,3,6
61,Mary,2,0,1,0,0,2,5
61,Mr. Bennet,1,0,2,0,0,1,4
61,Mr. Bingley,2,0,0,0,0,2,4
61,Mrs. Bennet,2,0,0,0,0,2,4
61,Mrs. Darcy,2,0,0,0,0,2,4
61,Miss Bingley,1,0,1,0,0,1,3
61,Meryton,0,0,0,0,0,1,1
61,Mrs. Bingley,0,0,0,0,0,1,1
61,Pemberley,0,0,0,0,0,1,1
61,the Bingleys,0,0,0,0,0,1,1
61,the Gardiners,0,0,0,0,0,1,1
