chapter,method,character,tag,count
1,booknlp,Elizabeth,N,2
1,booknlp,Jane,N,1
1,booknlp,Mr. Darcy,N,0
1,booknlp,Mrs. Bennet,N,0
1,booknlp,Mr. Bingley,N,4
1,booknlp,Mr. Bennet,N,6
1,booknlp,Wickham,N,0
1,booknlp,Lydia,N,1
1,booknlp,Charlotte Lucas,N,0
1,booknlp,Mr. Collins,N,0
1,booknlp,Kitty,N,0
1,booknlp,Lady Catherine de Bourgh,N,0
1,booknlp,Miss Bingley,N,0
1,booknlp,Miss Darcy,N,0
1,booknlp,Mrs. Gardiner,N,0
1,booknlp,Mr. Gardiner,N,0
1,booknlp,Sir William Lucas,N,1
1,booknlp,Mary,N,0
1,booknlp,Mrs. Philips,N,0
1,booknlp,Miss de Bourgh,N,0
1,booknlp,Lady Lucas,N,1
1,booknlp,Mrs. Hurst,N,0
1,booknlp,Maria Lucas,N,0
1,booknlp,Colonel Forster,N,0
1,booknlp,Colonel Fitzwilliam,N,0
1,booknlp,Darcy's father,N,0
1,booknlp,Mr. Hurst,N,0
1,booknlp,Mr. Denny,N,0
1,booknlp,Mrs. Forster,N,0
1,booknlp,Miss King,N,0
1,booknlp,Mr. Philips,N,0
1,booknlp,Mrs. Long,N,2
1,booknlp,Mrs. Jenkinson,N,0
1,booknlp,Mr. Jones,N,0
1,booknlp,Hill (housekeeper),N,0
1,booknlp,Mrs. Younge,N,0
1,booknlp,Captain Carter,N,0
1,booknlp,Housekeeper (Mrs. Reynolds),N,0
1,booknlp,Lady Anne Darcy,N,0
1,booknlp,Mrs. Annesley,N,0
1,booknlp,Mrs. Bennet's brother,N,0
1,booknlp,Richard,N,0
1,booknlp,Wickham Sr.,N,0
1,booknlp,Dawson,N,0
1,booknlp,The waiter,N,0
1,booknlp,The footman,N,0
1,booknlp,Sarah,N,0
1,booknlp,Nicholls,N,0
1,booknlp,John,N,0
1,booknlp,Mrs. Nicholls,N,0
1,booknlp,Miss Watson,N,0
1,booknlp,Mr. Long,N,0
1,booknlp,Mr. Morris,N,1
1,booknlp,Mr. Robinson,N,0
1,booknlp,Young Lucas,N,0
1,booknlp,Elizabeth,C,0
1,booknlp,Jane,C,0
1,booknlp,Mr. Darcy,C,0
1,booknlp,Mrs. Bennet,C,0
1,booknlp,Mr. Bingley,C,0
1,booknlp,Mr. Bennet,C,12
1,booknlp,Wickham,C,0
1,booknlp,Lydia,C,0
1,booknlp,Charlotte Lucas,C,0
1,booknlp,Mr. Collins,C,0
1,booknlp,Kitty,C,0
1,booknlp,Lady Catherine de Bourgh,C,0
1,booknlp,Miss Bingley,C,0
1,booknlp,Miss Darcy,C,0
1,booknlp,Mrs. Gardiner,C,0
1,booknlp,Mr. Gardiner,C,0
1,booknlp,Sir William Lucas,C,0
1,booknlp,Mary,C,0
1,booknlp,Mrs. Philips,C,0
1,booknlp,Miss de Bourgh,C,0
1,booknlp,Lady Lucas,C,0
1,booknlp,Mrs. Hurst,C,0
1,booknlp,Maria Lucas,C,0
1,booknlp,Colonel Forster,C,0
1,booknlp,Colonel Fitzwilliam,C,0
1,booknlp,Darcy's father,C,0
1,booknlp,Mr. Hurst,C,0
1,booknlp,Mr. Denny,C,0
1,booknlp,Mrs. Forster,C,0
1,booknlp,Miss King,C,0
1,booknlp,Mr. Philips,C,0
1,booknlp,Mrs. Long,C,0
1,booknlp,Mrs. Jenkinson,C,0
1,booknlp,Mr. Jones,C,0
1,booknlp,Hill (housekeeper),C,0
1,booknlp,Mrs. Younge,C,0
1,booknlp,Captain Carter,C,0
1,booknlp,Housekeeper (Mrs. Reynolds),C,0
1,booknlp,Lady Anne Darcy,C,0
1,booknlp,Mrs. Annesley,C,0
1,booknlp,Mrs. Bennet's brother,C,0
1,booknlp,Richard,C,0
1,booknlp,Wickham Sr.,C,0
1,booknlp,Dawson,C,0
1,booknlp,The waiter,C,0
1,booknlp,The footman,C,0
1,booknlp,Sarah,C,0
1,booknlp,Nicholls,C,0
1,booknlp,John,C,0
1,booknlp,Mrs. Nicholls,C,0
1,booknlp,Miss Watson,C,0
1,booknlp,Mr. Long,C,0
1,booknlp,Mr. Morris,C,0
1,booknlp,Mr. Robinson,C,0
1,booknlp,Young Lucas,C,0
1,booknlp,Elizabeth,I,0
1,booknlp,Jane,I,0
1,booknlp,Mr. Darcy,I,0
1,booknlp,Mrs. Bennet,I,0
1,booknlp,Mr. Bingley,I,2
1,booknlp,Mr. Bennet,I,6
1,booknlp,Wickham,I,0
1,booknlp,Lydia,I,0
1,booknlp,Charlotte Lucas,I,0
1,booknlp,Mr. Collins,I,0
1,booknlp,Kitty,I,0
1,booknlp,Lady Catherine de Bourgh,I,0
1,booknlp,Miss Bingley,I,0
1,booknlp,Miss Darcy,I,0
1,booknlp,Mrs. Gardiner,I,0
1,booknlp,Mr. Gardiner,I,0
1,booknlp,Sir William Lucas,I,0
1,booknlp,Mary,I,0
1,booknlp,Mrs. Philips,I,0
1,booknlp,Miss de Bourgh,I,0
1,booknlp,Lady Lucas,I,0
1,booknlp,Mrs. Hurst,I,0
1,booknlp,Maria Lucas,I,0
1,booknlp,Colonel Forster,I,0
1,booknlp,Colonel Fitzwilliam,I,0
1,booknlp,Darcy's father,I,0
1,booknlp,Mr. Hurst,I,0
1,booknlp,Mr. Denny,I,0
1,booknlp,Mrs. Forster,I,0
1,booknlp,Miss King,I,0
1,booknlp,Mr. Philips,I,0
1,booknlp,Mrs. Long,I,0
1,booknlp,Mrs. Jenkinson,I,0
1,booknlp,Mr. Jones,I,0
1,booknlp,Hill (housekeeper),I,0
1,booknlp,Mrs. Younge,I,0
1,booknlp,Captain Carter,I,0
1,booknlp,Housekeeper (Mrs. Reynolds),I,0
1,booknlp,Lady Anne Darcy,I,0
1,booknlp,Mrs. Annesley,I,0
1,booknlp,Mrs. Bennet's brother,I,0
1,booknlp,Richard,I,0
1,booknlp,Wickham Sr.,I,0
1,booknlp,Dawson,I,0
1,booknlp,The waiter,I,0
1,booknlp,The footman,I,0
1,booknlp,Sarah,I,0
1,booknlp,Nicholls,I,0
1,booknlp,John,I,0
1,booknlp,Mrs. Nicholls,I,0
1,booknlp,Miss Watson,I,0
1,booknlp,Mr. Long,I,0
1,booknlp,Mr. Morris,I,0
1,booknlp,Mr. Robinson,I,0
1,booknlp,Young Lucas,I,0
1,booknlp,Elizabeth,A,0
1,booknlp,Jane,A,0
1,booknlp,Mr. Darcy,A,0
1,booknlp,Mrs. Bennet,A,0
1,booknlp,Mr. Bingley,A,2
1,booknlp,Mr. Bennet,A,15
1,booknlp,Wickham,A,0
1,booknlp,Lydia,A,0
1,booknlp,Charlotte Lucas,A,0
1,booknlp,Mr. Collins,A,0
1,booknlp,Kitty,A,0
1,booknlp,Lady Catherine de Bourgh,A,0
1,booknlp,Miss Bingley,A,0
1,booknlp,Miss Darcy,A,0
1,booknlp,Mrs. Gardiner,A,0
1,booknlp,Mr. Gardiner,A,0
1,booknlp,Sir William Lucas,A,0
1,booknlp,Mary,A,0
1,booknlp,Mrs. Philips,A,0
1,booknlp,Miss de Bourgh,A,0
1,booknlp,Lady Lucas,A,0
1,booknlp,Mrs. Hurst,A,0
1,booknlp,Maria Lucas,A,0
1,booknlp,Colonel Forster,A,0
1,booknlp,Colonel Fitzwilliam,A,0
1,booknlp,Darcy's father,A,0
1,booknlp,Mr. Hurst,A,0
1,booknlp,Mr. Denny,A,0
1,booknlp,Mrs. Forster,A,0
1,booknlp,Miss King,A,0
1,booknlp,Mr. Philips,A,0
1,booknlp,Mrs. Long,A,0
1,booknlp,Mrs. Jenkinson,A,0
1,booknlp,Mr. Jones,A,0
1,booknlp,Hill (housekeeper),A,0
1,booknlp,Mrs. Younge,A,0
1,booknlp,Captain Carter,A,0
1,booknlp,Housekeeper (Mrs. Reynolds),A,0
1,booknlp,Lady Anne Darcy,A,0
1,booknlp,Mrs. Annesley,A,0
1,booknlp,Mrs. Bennet's brother,A,0
1,booknlp,Richard,A,0
1,booknlp,Wickham Sr.,A,0
1,booknlp,Dawson,A,0
1,booknlp,The waiter,A,0
1,booknlp,The footman,A,0
1,booknlp,Sarah,A,0
1,booknlp,Nicholls,A,0
1,booknlp,John,A,0
1,booknlp,Mrs. Nicholls,A,0
1,booknlp,Miss Watson,A,0
1,booknlp,Mr. Long,A,0
1,booknlp,Mr. Morris,A,0
1,booknlp,Mr. Robinson,A,0
1,booknlp,Young Lucas,A,0
1,booknlp,Elizabeth,DC,3
1,booknlp,Jane,DC,2
1,booknlp,Mr. Darcy,DC,0
1,booknlp,Mrs. Bennet,DC,0
1,booknlp,Mr. Bingley,DC,5
1,booknlp,Mr. Bennet,DC,26
1,booknlp,Wickham,DC,0
1,booknlp,Lydia,DC,2
1,booknlp,Charlotte Lucas,DC,0
1,booknlp,Mr. Collins,DC,0
1,booknlp,Kitty,DC,0
1,booknlp,Lady Catherine de Bourgh,DC,0
1,booknlp,Miss Bingley,DC,0
1,booknlp,Miss Darcy,DC,0
1,booknlp,Mrs. Gardiner,DC,0
1,booknlp,Mr. Gardiner,DC,0
1,booknlp,Sir William Lucas,DC,2
1,booknlp,Mary,DC,0
1,booknlp,Mrs. Philips,DC,0
1,booknlp,Miss de Bourgh,DC,0
1,booknlp,Lady Lucas,DC,2
1,booknlp,Mrs. Hurst,DC,0
1,booknlp,Maria Lucas,DC,0
1,booknlp,Colonel Forster,DC,0
1,booknlp,Colonel Fitzwilliam,DC,0
1,booknlp,Darcy's father,DC,0
1,booknlp,Mr. Hurst,DC,0
1,booknlp,Mr. Denny,DC,0
1,booknlp,Mrs. Forster,DC,0
1,booknlp,Miss King,DC,0
1,booknlp,Mr. Philips,DC,0
1,booknlp,Mrs. Long,DC,2
1,booknlp,Mrs. Jenkinson,DC,0
1,booknlp,Mr. Jones,DC,0
1,booknlp,Hill (housekeeper),DC,0
1,booknlp,Mrs. Younge,DC,0
1,booknlp,Captain Carter,DC,0
1,booknlp,Housekeeper (Mrs. Reynolds),DC,0
1,booknlp,Lady Anne Darcy,DC,0
1,booknlp,Mrs. Annesley,DC,0
1,booknlp,Mrs. Bennet's brother,DC,0
1,booknlp,Richard,DC,0
1,booknlp,Wickham Sr.,DC,0
1,booknlp,Dawson,DC,0
1,booknlp,The waiter,DC,0
1,booknlp,The footman,DC,0
1,booknlp,Sarah,DC,0
1,booknlp,Nicholls,DC,0
1,booknlp,John,DC,0
1,booknlp,Mrs. Nicholls,DC,0
1,booknlp,Miss Watson,DC,0
1,booknlp,Mr. Long,DC,0
1,booknlp,Mr. Morris,DC,1
1,booknlp,Mr. Robinson,DC,0
1,booknlp,Young Lucas,DC,0
1,booknlp,Elizabeth,DN,0
1,booknlp,Jane,DN,0
1,booknlp,Mr. Darcy,DN,0
1,booknlp,Mrs. Bennet,DN,0
1,booknlp,Mr. Bingley,DN,0
1,booknlp,Mr. Bennet,DN,1
1,booknlp,Wickham,DN,0
1,booknlp,Lydia,DN,0
1,booknlp,Charlotte Lucas,DN,0
1,booknlp,Mr. Collins,DN,0
1,booknlp,Kitty,DN,0
1,booknlp,Lady Catherine de Bourgh,DN,0
1,booknlp,Miss Bingley,DN,0
1,booknlp,Miss Darcy,DN,0
1,booknlp,Mrs. Gardiner,DN,0
1,booknlp,Mr. Gardiner,DN,0
1,booknlp,Sir William Lucas,DN,0
1,booknlp,Mary,DN,0
1,booknlp,Mrs. Philips,DN,0
1,booknlp,Miss de Bourgh,DN,0
1,booknlp,Lady Lucas,DN,0
1,booknlp,Mrs. Hurst,DN,0
1,booknlp,Maria Lucas,DN,0
1,booknlp,Colonel Forster,DN,0
1,booknlp,Colonel Fitzwilliam,DN,0
1,booknlp,Darcy's father,DN,0
1,booknlp,Mr. Hurst,DN,0
1,booknlp,Mr. Denny,DN,0
1,booknlp,Mrs. Forster,DN,0
1,booknlp,Miss King,DN,0
1,booknlp,Mr. Philips,DN,0
1,booknlp,Mrs. Long,DN,0
1,booknlp,Mrs. Jenkinson,DN,0
1,booknlp,Mr. Jones,DN,0
1,booknlp,Hill (housekeeper),DN,0
1,booknlp,Mrs. Younge,DN,0
1,booknlp,Captain Carter,DN,0
1,booknlp,Housekeeper (Mrs. Reynolds),DN,0
1,booknlp,Lady Anne Darcy,DN,0
1,booknlp,Mrs. Annesley,DN,0
1,booknlp,Mrs. Bennet's brother,DN,0
1,booknlp,Richard,DN,0
1,booknlp,Wickham Sr.,DN,0
1,booknlp,Dawson,DN,0
1,booknlp,The waiter,DN,0
1,booknlp,The footman,DN,0
1,booknlp,Sarah,DN,0
1,booknlp,Nicholls,DN,0
1,booknlp,John,DN,0
1,booknlp,Mrs. Nicholls,DN,0
1,booknlp,Miss Watson,DN,0
1,booknlp,Mr. Long,DN,0
1,booknlp,Mr. Morris,DN,0
1,booknlp,Mr. Robinson,DN,0
1,booknlp,Young Lucas,DN,0
2,booknlp,Elizabeth,N,2
2,booknlp,Jane,N,0
2,booknlp,Mr. Darcy,N,0
2,booknlp,Mrs. Bennet,N,3
2,booknlp,Mr. Bingley,N,7
2,booknlp,Mr. Bennet,N,6
2,booknlp,Wickham,N,0
2,booknlp,Lydia,N,2
2,booknlp,Charlotte Lucas,N,0
2,booknlp,Mr. Collins,N,0
2,booknlp,Kitty,N,4
2,booknlp,Lady Catherine de Bourgh,N,0
2,booknlp,Miss Bingley,N,0
2,booknlp,Miss Darcy,N,0
2,booknlp,Mrs. Gardiner,N,0
2,booknlp,Mr. Gardiner,N,0
2,booknlp,Sir William Lucas,N,0
2,booknlp,Mary,N,3
2,booknlp,Mrs. Philips,N,0
2,booknlp,Miss de Bourgh,N,0
2,booknlp,Lady Lucas,N,0
2,booknlp,Mrs. Hurst,N,0
2,booknlp,Maria Lucas,N,0
2,booknlp,Colonel Forster,N,0
2,booknlp,Colonel Fitzwilliam,N,0
2,booknlp,Darcy's father,N,0
2,booknlp,Mr. Hurst,N,0
2,booknlp,Mr. Denny,N,0
2,booknlp,Mrs. Forster,N,0
2,booknlp,Miss King,N,0
2,booknlp,Mr. Philips,N,0
2,booknlp,Mrs. Long,N,4
2,booknlp,Mrs. Jenkinson,N,0
2,booknlp,Mr. Jones,N,0
2,booknlp,Hill (housekeeper),N,0
2,booknlp,Mrs. Younge,N,0
2,booknlp,Captain Carter,N,0
2,booknlp,Housekeeper (Mrs. Reynolds),N,0
2,booknlp,Lady Anne Darcy,N,0
2,booknlp,Mrs. Annesley,N,0
2,booknlp,Mrs. Bennet's brother,N,0
2,booknlp,Richard,N,0
2,booknlp,Wickham Sr.,N,0
2,booknlp,Dawson,N,0
2,booknlp,The waiter,N,0
2,booknlp,The footman,N,0
2,booknlp,Sarah,N,0
2,booknlp,Nicholls,N,0
2,booknlp,John,N,0
2,booknlp,Mrs. Nicholls,N,0
2,booknlp,Miss Watson,N,0
2,booknlp,Mr. Long,N,0
2,booknlp,Mr. Morris,N,0
2,booknlp,Mr. Robinson,N,0
2,booknlp,Young Lucas,N,0
2,booknlp,Elizabeth,C,2
2,booknlp,Jane,C,0
2,booknlp,Mr. Darcy,C,0
2,booknlp,Mrs. Bennet,C,7
2,booknlp,Mr. Bingley,C,0
2,booknlp,Mr. Bennet,C,4
2,booknlp,Wickham,C,0
2,booknlp,Lydia,C,2
2,booknlp,Charlotte Lucas,C,0
2,booknlp,Mr. Collins,C,0
2,booknlp,Kitty,C,2
2,booknlp,Lady Catherine de Bourgh,C,0
2,booknlp,Miss Bingley,C,0
2,booknlp,Miss Darcy,C,0
2,booknlp,Mrs. Gardiner,C,0
2,booknlp,Mr. Gardiner,C,0
2,booknlp,Sir William Lucas,C,0
2,booknlp,Mary,C,0
2,booknlp,Mrs. Philips,C,0
2,booknlp,Miss de Bourgh,C,0
2,booknlp,Lady Lucas,C,0
2,booknlp,Mrs. Hurst,C,0
2,booknlp,Maria Lucas,C,0
2,booknlp,Colonel Forster,C,0
2,booknlp,Colonel Fitzwilliam,C,0
2,booknlp,Darcy's father,C,0
2,booknlp,Mr. Hurst,C,0
2,booknlp,Mr. Denny,C,0
2,booknlp,Mrs. Forster,C,0
2,booknlp,Miss King,C,0
2,booknlp,Mr. Philips,C,0
2,booknlp,Mrs. Long,C,0
2,booknlp,Mrs. Jenkinson,C,0
2,booknlp,Mr. Jones,C,0
2,booknlp,Hill (housekeeper),C,0
2,booknlp,Mrs. Younge,C,0
2,booknlp,Captain Carter,C,0
2,booknlp,Housekeeper (Mrs. Reynolds),C,0
2,booknlp,Lady Anne Darcy,C,0
2,booknlp,Mrs. Annesley,C,0
2,booknlp,Mrs. Bennet's brother,C,0
2,booknlp,Richard,C,0
2,booknlp,Wickham Sr.,C,0
2,booknlp,Dawson,C,0
2,booknlp,The waiter,C,0
2,booknlp,The footman,C,0
2,booknlp,Sarah,C,0
2,booknlp,Nicholls,C,0
2,booknlp,John,C,0
2,booknlp,Mrs. Nicholls,C,0
2,booknlp,Miss Watson,C,0
2,booknlp,Mr. Long,C,0
2,booknlp,Mr. Morris,C,0
2,booknlp,Mr. Robinson,C,0
2,booknlp,Young Lucas,C,0
2,booknlp,Elizabeth,I,0
2,booknlp,Jane,I,0
2,booknlp,Mr. Darcy,I,0
2,booknlp,Mrs. Bennet,I,6
2,booknlp,Mr. Bingley,I,2
2,booknlp,Mr. Bennet,I,3
2,booknlp,Wickham,I,0
2,booknlp,Lydia,I,0
2,booknlp,Charlotte Lucas,I,0
2,booknlp,Mr. Collins,I,0
2,booknlp,Kitty,I,0
2,booknlp,Lady Catherine de Bourgh,I,2
2,booknlp,Miss Bingley,I,0
2,booknlp,Miss Darcy,I,0
2,booknlp,Mrs. Gardiner,I,0
2,booknlp,Mr. Gardiner,I,0
2,booknlp,Sir William Lucas,I,0
2,booknlp,Mary,I,2
2,booknlp,Mrs. Philips,I,0
2,booknlp,Miss de Bourgh,I,0
2,booknlp,Lady Lucas,I,0
2,booknlp,Mrs. Hurst,I,0
2,booknlp,Maria Lucas,I,0
2,booknlp,Colonel Forster,I,0
2,booknlp,Colonel Fitzwilliam,I,0
2,booknlp,Darcy's father,I,0
2,booknlp,Mr. Hurst,I,0
2,booknlp,Mr. Denny,I,0
2,booknlp,Mrs. Forster,I,0
2,booknlp,Miss King,I,0
2,booknlp,Mr. Philips,I,0
2,booknlp,Mrs. Long,I,3
2,booknlp,Mrs. Jenkinson,I,0
2,booknlp,Mr. Jones,I,0
2,booknlp,Hill (housekeeper),I,0
2,booknlp,Mrs. Younge,I,0
2,booknlp,Captain Carter,I,0
2,booknlp,Housekeeper (Mrs. Reynolds),I,0
2,booknlp,Lady Anne Darcy,I,0
2,booknlp,Mrs. Annesley,I,0
2,booknlp,Mrs. Bennet's brother,I,0
2,booknlp,Richard,I,0
2,booknlp,Wickham Sr.,I,0
2,booknlp,Dawson,I,0
2,booknlp,The waiter,I,0
2,booknlp,The footman,I,0
2,booknlp,Sarah,I,0
2,booknlp,Nicholls,I,0
2,booknlp,John,I,0
2,booknlp,Mrs. Nicholls,I,0
2,booknlp,Miss Watson,I,0
2,booknlp,Mr. Long,I,0
2,booknlp,Mr. Morris,I,0
2,booknlp,Mr. Robinson,I,0
2,booknlp,Young Lucas,I,0
2,booknlp,Elizabeth,A,0
2,booknlp,Jane,A,0
2,booknlp,Mr. Darcy,A,0
2,booknlp,Mrs. Bennet,A,4
2,booknlp,Mr. Bingley,A,1
2,booknlp,Mr. Bennet,A,4
2,booknlp,Wickham,A,0
2,booknlp,Lydia,A,0
2,booknlp,Charlotte Lucas,A,0
2,booknlp,Mr. Collins,A,0
2,booknlp,Kitty,A,0
2,booknlp,Lady Catherine de Bourgh,A,3
2,booknlp,Miss Bingley,A,0
2,booknlp,Miss Darcy,A,0
2,booknlp,Mrs. Gardiner,A,0
2,booknlp,Mr. Gardiner,A,0
2,booknlp,Sir William Lucas,A,0
2,booknlp,Mary,A,0
2,booknlp,Mrs. Philips,A,0
2,booknlp,Miss de Bourgh,A,0
2,booknlp,Lady Lucas,A,0
2,booknlp,Mrs. Hurst,A,0
2,booknlp,Maria Lucas,A,0
2,booknlp,Colonel Forster,A,0
2,booknlp,Colonel Fitzwilliam,A,0
2,booknlp,Darcy's father,A,0
2,booknlp,Mr. Hurst,A,0
2,booknlp,Mr. Denny,A,0
2,booknlp,Mrs. Forster,A,0
2,booknlp,Miss King,A,0
2,booknlp,Mr. Philips,A,0
2,booknlp,Mrs. Long,A,4
2,booknlp,Mrs. Jenkinson,A,0
2,booknlp,Mr. Jones,A,0
2,booknlp,Hill (housekeeper),A,0
2,booknlp,Mrs. Younge,A,0
2,booknlp,Captain Carter,A,0
2,booknlp,Housekeeper (Mrs. Reynolds),A,0
2,booknlp,Lady Anne Darcy,A,0
2,booknlp,Mrs. Annesley,A,0
2,booknlp,Mrs. Bennet's brother,A,0
2,booknlp,Richard,A,0
2,booknlp,Wickham Sr.,A,0
2,booknlp,Dawson,A,0
2,booknlp,The waiter,A,0
2,booknlp,The footman,A,0
2,booknlp,Sarah,A,0
2,booknlp,Nicholls,A,0
2,booknlp,John,A,0
2,booknlp,Mrs. Nicholls,A,0
2,booknlp,Miss Watson,A,0
2,booknlp,Mr. Long,A,0
2,booknlp,Mr. Morris,A,0
2,booknlp,Mr. Robinson,A,0
2,booknlp,Young Lucas,A,0
2,booknlp,Elizabeth,DC,2
2,booknlp,Jane,DC,0
2,booknlp,Mr. Darcy,DC,0
2,booknlp,Mrs. Bennet,DC,1
2,booknlp,Mr. Bingley,DC,9
2,booknlp,Mr. Bennet,DC,15
2,booknlp,Wickham,DC,0
2,booknlp,Lydia,DC,1
2,booknlp,Charlotte Lucas,DC,0
2,booknlp,Mr. Collins,DC,0
2,booknlp,Kitty,DC,4
2,booknlp,Lady Catherine de Bourgh,DC,4
2,booknlp,Miss Bingley,DC,0
2,booknlp,Miss Darcy,DC,0
2,booknlp,Mrs. Gardiner,DC,0
2,booknlp,Mr. Gardiner,DC,0
2,booknlp,Sir William Lucas,DC,0
2,booknlp,Mary,DC,3
2,booknlp,Mrs. Philips,DC,0
2,booknlp,Miss de Bourgh,DC,0
2,booknlp,Lady Lucas,DC,0
2,booknlp,Mrs. Hurst,DC,0
2,booknlp,Maria Lucas,DC,0
2,booknlp,Colonel Forster,DC,0
2,booknlp,Colonel Fitzwilliam,DC,0
2,booknlp,Darcy's father,DC,0
2,booknlp,Mr. Hurst,DC,0
2,booknlp,Mr. Denny,DC,0
2,booknlp,Mrs. Forster,DC,0
2,booknlp,Miss King,DC,0
2,booknlp,Mr. Philips,DC,0
2,booknlp,Mrs. Long,DC,7
2,booknlp,Mrs. Jenkinson,DC,0
2,booknlp,Mr. Jones,DC,0
2,booknlp,Hill (housekeeper),DC,0
2,booknlp,Mrs. Younge,DC,0
2,booknlp,Captain Carter,DC,0
2,booknlp,Housekeeper (Mrs. Reynolds),DC,0
2,booknlp,Lady Anne Darcy,DC,0
2,booknlp,Mrs. Annesley,DC,0
2,booknlp,Mrs. Bennet's brother,DC,0
2,booknlp,Richard,DC,0
2,booknlp,Wickham Sr.,DC,0
2,booknlp,Dawson,DC,0
2,booknlp,The waiter,DC,0
2,booknlp,The footman,DC,0
2,booknlp,Sarah,DC,0
2,booknlp,Nicholls,DC,0
2,booknlp,John,DC,0
2,booknlp,Mrs. Nicholls,DC,0
2,booknlp,Miss Watson,DC,0
2,booknlp,Mr. Long,DC,0
2,booknlp,Mr. Morris,DC,0
2,booknlp,Mr. Robinson,DC,0
2,booknlp,Young Lucas,DC,0
2,booknlp,Elizabeth,DN,0
2,booknlp,Jane,DN,0
2,booknlp,Mr. Darcy,DN,0
2,booknlp,Mrs. Bennet,DN,0
2,booknlp,Mr. Bingley,DN,0
2,booknlp,Mr. Bennet,DN,1
2,booknlp,Wickham,DN,0
2,booknlp,Lydia,DN,0
2,booknlp,Charlotte Lucas,DN,0
2,booknlp,Mr. Collins,DN,0
2,booknlp,Kitty,DN,0
2,booknlp,Lady Catherine de Bourgh,DN,0
2,booknlp,Miss Bingley,DN,0
2,booknlp,Miss Darcy,DN,0
2,booknlp,Mrs. Gardiner,DN,0
2,booknlp,Mr. Gardiner,DN,0
2,booknlp,Sir William Lucas,DN,0
2,booknlp,Mary,DN,0
2,booknlp,Mrs. Philips,DN,0
2,booknlp,Miss de Bourgh,DN,0
2,booknlp,Lady Lucas,DN,0
2,booknlp,Mrs. Hurst,DN,0
2,booknlp,Maria Lucas,DN,0
2,booknlp,Colonel Forster,DN,0
2,booknlp,Colonel Fitzwilliam,DN,0
2,booknlp,Darcy's father,DN,0
2,booknlp,Mr. Hurst,DN,0
2,booknlp,Mr. Denny,DN,0
2,booknlp,Mrs. Forster,DN,0
2,booknlp,Miss King,DN,0
2,booknlp,Mr. Philips,DN,0
2,booknlp,Mrs. Long,DN,0
2,booknlp,Mrs. Jenkinson,DN,0
2,booknlp,Mr. Jones,DN,0
2,booknlp,Hill (housekeeper),DN,0
2,booknlp,Mrs. Younge,DN,0
2,booknlp,Captain Carter,DN,0
2,booknlp,Housekeeper (Mrs. Reynolds),DN,0
2,booknlp,Lady Anne Darcy,DN,0
2,booknlp,Mrs. Annesley,DN,0
2,booknlp,Mrs. Bennet's brother,DN,0
2,booknlp,Richard,DN,0
2,booknlp,Wickham Sr.,DN,0
2,booknlp,Dawson,DN,0
2,booknlp,The waiter,DN,0
2,booknlp,The footman,DN,0
2,booknlp,Sarah,DN,0
2,booknlp,Nicholls,DN,0
2,booknlp,John,DN,0
2,booknlp,Mrs. Nicholls,DN,0
2,booknlp,Miss Watson,DN,0
2,booknlp,Mr. Long,DN,0
2,booknlp,Mr. Morris,DN,0
2,booknlp,Mr. Robinson,DN,0
2,booknlp,Young Lucas,DN,0
3,booknlp,Elizabeth,N,8
3,booknlp,Jane,N,5
3,booknlp,Mr. Darcy,N,7
3,booknlp,Mrs. Bennet,N,6
3,booknlp,Mr. Bingley,N,14
3,booknlp,Mr. Bennet,N,4
3,booknlp,Wickham,N,0
3,booknlp,Lydia,N,1
3,booknlp,Charlotte Lucas,N,1
3,booknlp,Mr. Collins,N,0
3,booknlp,Kitty,N,0
3,booknlp,Lady Catherine de Bourgh,N,1
3,booknlp,Miss Bingley,N,2
3,booknlp,Miss Darcy,N,0
3,booknlp,Mrs. Gardiner,N,0
3,booknlp,Mr. Gardiner,N,0
3,booknlp,Sir William Lucas,N,1
3,booknlp,Mary,N,1
3,booknlp,Mrs. Philips,N,0
3,booknlp,Miss de Bourgh,N,0
3,booknlp,Lady Lucas,N,2
3,booknlp,Mrs. Hurst,N,2
3,booknlp,Maria Lucas,N,1
3,booknlp,Colonel Forster,N,0
3,booknlp,Colonel Fitzwilliam,N,0
3,booknlp,Darcy's father,N,0
3,booknlp,Mr. Hurst,N,1
3,booknlp,Mr. Denny,N,0
3,booknlp,Mrs. Forster,N,0
3,booknlp,Miss King,N,1
3,booknlp,Mr. Philips,N,0
3,booknlp,Mrs. Long,N,0
3,booknlp,Mrs. Jenkinson,N,0
3,booknlp,Mr. Jones,N,0
3,booknlp,Hill (housekeeper),N,0
3,booknlp,Mrs. Younge,N,0
3,booknlp,Captain Carter,N,0
3,booknlp,Housekeeper (Mrs. Reynolds),N,0
3,booknlp,Lady Anne Darcy,N,0
3,booknlp,Mrs. Annesley,N,0
3,booknlp,Mrs. Bennet's brother,N,0
3,booknlp,Richard,N,0
3,booknlp,Wickham Sr.,N,0
3,booknlp,Dawson,N,0
3,booknlp,The waiter,N,0
3,booknlp,The footman,N,0
3,booknlp,Sarah,N,0
3,booknlp,Nicholls,N,0
3,booknlp,John,N,0
3,booknlp,Mrs. Nicholls,N,0
3,booknlp,Miss Watson,N,0
3,booknlp,Mr. Long,N,0
3,booknlp,Mr. Morris,N,0
3,booknlp,Mr. Robinson,N,0
3,booknlp,Young Lucas,N,0
3,booknlp,Elizabeth,C,0
