novel,character,dc_in,dc_out,in_deg,out_deg,pagerank
Ruth,Mr Watson,6,10,6,10,0.005978195185423094
Ruth,God--,1,0,1,0,0.005256745937829751
Ruth,Aunt Faith,7,0,7,0,0.007399524612018655
Ruth,Ruth,326,385,326,385,0.07595025517190902
Ruth,St Paul,0,3,0,3,0.005089077757705837
Ruth,Jerry Dixon,22,0,22,0,0.008777777720431944
Ruth,Stephen Bromley,1,0,1,0,0.005256745937829751
Ruth,Tom,8,0,8,0,0.006390619281147647
Ruth,Billington,1,0,1,0,0.0056578821705576
Ruth,Eccleston,1,0,1,0,0.005232087369426258
Ruth,Mr Bellingham,26,61,26,61,0.011624253593951184
Ruth,Juliana,1,0,1,0,0.005256745937829751
Ruth,Job,1,0,1,0,0.005256745937829751
Ruth,Mrs Postlethwaite,1,0,1,0,0.005163661380955204
Ruth,Mrs Farquhar,2,0,2,0,0.005304294228281696
Ruth,Miss Faith,17,40,17,40,0.01512755686977121
Ruth,Thurstan,51,2,51,2,0.014544094220890754
Ruth,Jemima,77,219,77,219,0.01921717761328847
Ruth,February,1,0,1,0,0.005196685992993767
Ruth,Simpson,1,0,1,0,0.005408425828216748
Ruth,Lord,1,0,1,0,0.005196685992993767
Ruth,Sir Thomas Campbell,4,0,4,0,0.0056412447068523944
Ruth,Ben,2,0,2,0,0.005403366648925222
Ruth,Fordham,1,0,1,0,0.005408425828216748
Ruth,Leonard's,1,0,1,0,0.005256745937829751
Ruth,the Bensons,3,0,3,0,0.005381254615924993
Ruth,Nelly Brandon,1,0,1,0,0.005295758413637293
Ruth,Mr Farquhar's,1,0,1,0,0.005239852308774941
Ruth,Nest,1,0,1,0,0.005348173033022848
Ruth,Hector O'Brien,2,0,2,0,0.005424414117953665
Ruth,Hepzibah,1,0,1,0,0.005256745937829751
Ruth,Charity,1,0,1,0,0.005163661380955204
Ruth,Miss Sutton,2,0,2,0,0.005452183400693312
Ruth,Miss Jennings,1,0,1,0,0.005256745937829751
Ruth,Fanny Barton,1,0,1,0,0.005348173033022848
Ruth,Mr Jones,13,4,13,4,0.009645492912902353
Ruth,Mrs Dean,1,0,1,0,0.005163661380955204
Ruth,"Jemima--""so",1,0,1,0,0.005196685992993767
Ruth,the Volscians,1,0,1,0,0.005232087369426258
Ruth,Mary,15,43,15,43,0.007447600360586267
Ruth,Ruth Brown,1,0,1,0,0.005236301895032291
Ruth,Henry,4,0,4,0,0.006366470039749482
Ruth,Mamma,10,0,10,0,0.006287088616913581
Ruth,Walter,13,0,13,0,0.006310883197773831
Ruth,Puritan,1,0,1,0,0.005256745937829751
Ruth,Sally,67,106,67,106,0.02578000805190634
Ruth,Miss Duncombe,1,0,1,0,0.005251059663894108
Ruth,William Wynn,2,0,2,0,0.006626159586817525
Ruth,Michaelmas,1,0,1,0,0.005295758413637293
Ruth,Mr Holt,1,0,1,0,0.005256745937829751
Ruth,"some old Sir Thurstan , who figured away in the French wars",1,0,1,0,0.005256745937829751
Ruth,Mr Donne,56,33,56,33,0.012642694812881283
Ruth,Rosa,3,0,3,0,0.005405913184328486
Ruth,Kezia,1,0,1,0,0.005256745937829751
Ruth,Dick,31,2,31,2,0.009396355793711737
Ruth,Jenny,15,25,15,25,0.0076203678396295155
Ruth,Christ,3,0,3,0,0.0055109748842131516
Ruth,Martha,1,0,1,0,0.005284515220569398
Ruth,Faith,8,0,8,0,0.010267472596473422
Ruth,Miss Wood,1,0,1,0,0.005284515220569398
Ruth,Mr Grey,5,0,5,0,0.006023408616719589
Ruth,Barbary Allen,1,0,1,0,0.005256745937829751
Ruth,Mrs Bellingham,7,19,7,19,0.007137909038584453
Ruth,Mr Benson,133,303,133,303,0.03836571586140143
Ruth,Leonard,203,24,203,24,0.03683729545493795
Ruth,Cain,0,1,0,1,0.005089077757705837
Ruth,Mr Davis,13,21,13,21,0.007148644209644749
Ruth,Mrs Denbigh,100,0,100,0,0.028880032552883166
Ruth,Mr Harding,3,0,3,0,0.005670107249692662
Ruth,The Lord,1,0,1,0,0.005251059663894108
Ruth,Mr Cranworth,5,0,5,0,0.006121467833151307
Ruth,Heaven,1,0,1,0,0.005232087369426258
Ruth,Mr Bradshaw,109,131,109,131,0.022043346322148518
Ruth,Dawson,1,0,1,0,0.005163661380955204
Ruth,Clarke,1,0,1,0,0.005196685992993767
Ruth,Leonard--,2,0,2,0,0.005424414117953665
Ruth,Master Dixon,7,0,7,0,0.006262755018573235
Ruth,Helmsby,5,0,5,0,0.0058673587134894225
Ruth,Mrs Morgan,6,11,6,11,0.009945039093721252
Ruth,Oh Lord,1,0,1,0,0.005163661380955204
Ruth,Elizabeth,18,38,18,38,0.00758135381185644
Ruth,Mr,5,0,5,0,0.005555080430827221
Ruth,Mr Wynne,2,0,2,0,0.005331329561079118
Ruth,Dunnot,2,0,2,0,0.007697953304844505
Ruth,Wilbraham,1,0,1,0,0.005251059663894108
Ruth,the gentle Abel,1,0,1,0,0.005163661380955204
Ruth,Jemmy Gray,2,0,2,0,0.005424414117953665
Ruth,old Mrs Cranmer,4,0,4,0,0.0067565883984085345
Ruth,Mr Dennison,5,0,5,0,0.005827420634353989
Ruth,John Rawson,4,0,4,0,0.005759750478201492
Ruth,Mr Hickson,3,0,3,0,0.005656952165395421
Ruth,Keren - Happuch,2,0,2,0,0.005424414117953665
Ruth,Mimie--,2,0,2,0,0.005383526032358746
Ruth,Mrs Mason,13,35,13,35,0.008046965303379613
Ruth,Mrs Pearson,5,10,5,10,0.006691850024272641
Ruth,Mrs Hughes,7,7,7,7,0.005842335404721343
Ruth,Papa,10,6,10,6,0.006242841414143834
Ruth,Mr Denbigh,2,0,2,0,0.005502439069568749
Ruth,Miss Hilton,16,0,16,0,0.008154852324107866
Ruth,the Millses,2,0,2,0,0.005375096981146678
Ruth,Mr ----,1,0,1,0,0.00541470036202214
Ruth,the George Smiths,1,0,1,0,0.005232087369426258
Ruth,Howard,1,0,1,0,0.005251059663894108
Ruth,Methodee,1,0,1,0,0.005256745937829751
Ruth,Good Heavens,1,0,1,0,0.005256745937829751
Ruth,Mr Farquhar,66,96,66,96,0.017030042701033008
Ruth,Gwen,1,0,1,0,0.0058576186722616806
Ruth,Martinmas,1,0,1,0,0.005256745937829751
Ruth,Sunday,0,3,0,3,0.005089077757705837
Ruth,Lady Farnham,1,0,1,0,0.005284515220569398
Ruth,Mother,5,0,5,0,0.010474497032107087
Ruth,Mrs Hilton,1,0,1,0,0.005256745937829751
Ruth,John Jackson,1,0,1,0,0.005295758413637293
Ruth,Miss Booth,1,0,1,0,0.005256745937829751
Ruth,Mr Donne--,1,0,1,0,0.005256745937829751
Ruth,the Dawsons,1,0,1,0,0.00541047576401286
Ruth,Mr Pilson,1,0,1,0,0.00541470036202214
Ruth,Mr Mills,1,0,1,0,0.005163661380955204
Ruth,Johnson,1,0,1,0,0.005251059663894108
Ruth,Oriental,1,0,1,0,0.0056578821705576
Ruth,Father,1,0,1,0,0.005163661380955204
Ruth,a Miss Campbell,2,0,2,0,0.005390626859844045
Ruth,Old Thomas,2,0,2,0,0.005418727844018022
Ruth,Moel Wynn,1,0,1,0,0.005251059663894108
Ruth,Mimie,14,0,14,0,0.007062006862524248
Ruth,Mrs Bradshaw,12,22,12,22,0.006992790215274121
Ruth,"Miss Hilton,""--""Ruthie",3,0,3,0,0.005866363583656868
Ruth,Master,1,0,1,0,0.005295758413637293
The_Heart_of_Midlothian1,Peter Walker,2,0,2,0,0.005989397674732127
The_Heart_of_Midlothian1,Alexander Peden,4,0,4,0,0.007158858378343979
The_Heart_of_Midlothian1,King George,3,0,3,0,0.005623913792698349
The_Heart_of_Midlothian1,Oliver,1,0,1,0,0.004112212503164761
The_Heart_of_Midlothian1,Sir Robert Walpole,2,0,2,0,0.004669546137640483
The_Heart_of_Midlothian1,Andro Ferrara,1,0,1,0,0.004389720262295468
The_Heart_of_Midlothian1,Adam Bede,1,0,1,0,0.0046466207003784624
The_Heart_of_Midlothian1,Maevius,1,0,1,0,0.00453785360867317
The_Heart_of_Midlothian1,Queen Carline,2,0,2,0,0.004944208922304272
The_Heart_of_Midlothian1,Waverley,2,0,2,0,0.005507079113353761
The_Heart_of_Midlothian1,Ratton,6,0,6,0,0.006389510795899382
The_Heart_of_Midlothian1,Weel,6,0,6,0,0.006308606933616208
The_Heart_of_Midlothian1,Saddletree,38,54,38,54,0.01777736633009757
The_Heart_of_Midlothian1,Ian Roy Cean,1,0,1,0,0.004328845019260849
The_Heart_of_Midlothian1,Dread Sovereigns William,1,0,1,0,0.00453785360867317
The_Heart_of_Midlothian1,Mr. Whackbairn,1,0,1,0,0.004159096112437318
The_Heart_of_Midlothian1,the Israelites,1,0,1,0,0.00426848084878153
The_Heart_of_Midlothian1,Richard Cameron,1,0,1,0,0.00426848084878153
The_Heart_of_Midlothian1,Moses,1,0,1,0,0.006913785089181857
The_Heart_of_Midlothian1,the Wallace Head,1,0,1,0,0.004159096112437318
The_Heart_of_Midlothian1,Rory Beau,1,0,1,0,0.004909477556891133
The_Heart_of_Midlothian1,Butler,41,59,41,59,0.020377069635433117
The_Heart_of_Midlothian1,Houts,1,0,1,0,0.004328845019260849
The_Heart_of_Midlothian1,auld Bessie Bowie,1,0,1,0,0.00426848084878153
The_Heart_of_Midlothian1,Mr. Crossmyloof,16,0,16,0,0.011724551315388774
The_Heart_of_Midlothian1,Halkit,1,3,1,3,0.004737385874296073
The_Heart_of_Midlothian1,Russell,2,0,2,0,0.0059632793911562135
The_Heart_of_Midlothian1,Cavaliers,1,0,1,0,0.005365677834693585
The_Heart_of_Midlothian1,Chase,1,0,1,0,0.004112212503164761
The_Heart_of_Midlothian1,Sir James,1,0,1,0,0.005063336732180562
The_Heart_of_Midlothian1,Cairn,1,0,1,0,0.004141754022393955
The_Heart_of_Midlothian1,Lord,2,0,2,0,0.004993638569349065
The_Heart_of_Midlothian1,MacCallummore,2,0,2,0,0.006110637088246065
The_Heart_of_Midlothian1,Duncan Forbes,2,0,2,0,0.01424532957361804
The_Heart_of_Midlothian1,Christian Menzies,1,0,1,0,0.00426848084878153
The_Heart_of_Midlothian1,Nature,1,0,1,0,0.004159096112437318
The_Heart_of_Midlothian1,Counsellor Crossmyloof,1,0,1,0,0.004892416227350884
The_Heart_of_Midlothian1,Muschat,5,0,5,0,0.0063558589558796496
The_Heart_of_Midlothian1,MacKeachan,1,0,1,0,0.004112212503164761
The_Heart_of_Midlothian1,JEDEDIAH CLEISHBOTHAM,0,1,0,1,0.004049019143915834
The_Heart_of_Midlothian1,Rob Roy,2,0,2,0,0.004739355578856583
The_Heart_of_Midlothian1,Judith,0,4,0,4,0.004049019143915834
The_Heart_of_Midlothian1,Sharpitlaw,11,101,11,101,0.007509483307872937
The_Heart_of_Midlothian1,George Poinder,1,0,1,0,0.004112212503164761
The_Heart_of_Midlothian1,Mrs. Goldie,1,0,1,0,0.005769935969866431
The_Heart_of_Midlothian1,The Advocate,1,0,1,0,0.004141754022393955
The_Heart_of_Midlothian1,Johnny Dodds of Farthing,1,0,1,0,0.00426848084878153
The_Heart_of_Midlothian1,Quivis,1,0,1,0,0.004342581619749556
The_Heart_of_Midlothian1,Lady Hundleslope,1,0,1,0,0.00426848084878153
The_Heart_of_Midlothian1,old Peter Plumdamas,0,1,0,1,0.004049019143915834
The_Heart_of_Midlothian1,Titius,2,0,2,0,0.005026688073430504
The_Heart_of_Midlothian1,Mr. McQueen,0,1,0,1,0.004049019143915834
The_Heart_of_Midlothian1,Lady Louisa,0,4,0,4,0.004049019143915834
The_Heart_of_Midlothian1,Donald Cameron,1,0,1,0,0.004416372981765053
The_Heart_of_Midlothian1,"Sir,--I",1,0,1,0,0.004342581619749556
The_Heart_of_Midlothian1,Ivanhoe,1,0,1,0,0.0046466207003784624
The_Heart_of_Midlothian1,Folk maun do muckle,1,0,1,0,0.004416372981765053
The_Heart_of_Midlothian1,Luckie Smith,1,0,1,0,0.004328845019260849
The_Heart_of_Midlothian1,"Mr. Deans,--good",1,0,1,0,0.00472964538277035
The_Heart_of_Midlothian1,The lavrock,1,0,1,0,0.004141754022393955
The_Heart_of_Midlothian1,St. Martin,1,0,1,0,0.004328845019260849
The_Heart_of_Midlothian1,"Madge--""Eh",0,1,0,1,0.004049019143915834
The_Heart_of_Midlothian1,King William,1,0,1,0,0.0046466207003784624
The_Heart_of_Midlothian1,Gudewife,1,0,1,0,0.00426848084878153
The_Heart_of_Midlothian1,Saddletree--,0,1,0,1,0.004049019143915834
The_Heart_of_Midlothian1,Wodrow,1,0,1,0,0.005365677834693585
The_Heart_of_Midlothian1,The Auld Leaven,1,0,1,0,0.0046466207003784624
The_Heart_of_Midlothian1,Bartley,1,0,1,0,0.004159096112437318
The_Heart_of_Midlothian1,Madge,42,13,42,13,0.01551246958291062
The_Heart_of_Midlothian1,Mr. McCrie,1,0,1,0,0.0046466207003784624
The_Heart_of_Midlothian1,Nichil Novit,5,5,5,5,0.005184860536598352
The_Heart_of_Midlothian1,Geordie Gentle,1,0,1,0,0.005063336732180562
The_Heart_of_Midlothian1,Ratcliffe,26,71,26,71,0.007747257074603088
The_Heart_of_Midlothian1,Provost Dick,1,0,1,0,0.004781144599950591
The_Heart_of_Midlothian1,Dickens,0,5,0,5,0.004049019143915834
The_Heart_of_Midlothian1,Robertson,47,2,47,2,0.023336093249558727
The_Heart_of_Midlothian1,God,20,3,20,3,0.010113923658902938
The_Heart_of_Midlothian1,Kirkton,1,3,1,3,0.0046466207003784624
The_Heart_of_Midlothian1,Sharpe,2,0,2,0,0.005244222256841091
The_Heart_of_Midlothian1,Porteous,14,8,14,8,0.007937503827970848
The_Heart_of_Midlothian1,Arniston,1,0,1,0,0.004328845019260849
The_Heart_of_Midlothian1,Rat,14,0,14,0,0.005527217409072896
The_Heart_of_Midlothian1,young Mackenyie,2,0,2,0,0.004608670894605864
The_Heart_of_Midlothian1,Jenny,1,0,1,0,0.004469166477518232
The_Heart_of_Midlothian1,Davie Howden,1,0,1,0,0.00465064644647055
The_Heart_of_Midlothian1,"Mr. Deans,--we'll",1,0,1,0,0.00453785360867317
The_Heart_of_Midlothian1,Wilson,12,1,12,1,0.0082101488087905
The_Heart_of_Midlothian1,Mrs. Butler,0,2,0,2,0.004049019143915834
The_Heart_of_Midlothian1,Satan,0,1,0,1,0.004049019143915834
The_Heart_of_Midlothian1,Charles Edward,1,0,1,0,0.006913785089181857
The_Heart_of_Midlothian1,Cain,1,0,1,0,0.004342581619749556
The_Heart_of_Midlothian1,John Kirk,1,0,1,0,0.00465064644647055
The_Heart_of_Midlothian1,worthy Mr. Blackadder,1,0,1,0,0.004416372981765053
The_Heart_of_Midlothian1,Plundamas,0,2,0,2,0.004049019143915834
The_Heart_of_Midlothian1,Mrs. Howden,5,17,5,17,0.012030998921338094
The_Heart_of_Midlothian1,Hardie,4,7,4,7,0.008764419075351358
The_Heart_of_Midlothian1,the gracious Saunders Peden,1,0,1,0,0.00426848084878153
The_Heart_of_Midlothian1,"Sharpitlaw--""You",1,0,1,0,0.004141754022393955
The_Heart_of_Midlothian1,Heaven,1,0,1,0,0.004416372981765053
The_Heart_of_Midlothian1,Maggie Macqueens,1,0,1,0,0.004781144599950591
The_Heart_of_Midlothian1,Bashan,1,0,1,0,0.00426848084878153
The_Heart_of_Midlothian1,James Ballantyne,0,2,0,2,0.004049019143915834
The_Heart_of_Midlothian1,Mr. Langtale,2,0,2,0,0.004234488900872075
The_Heart_of_Midlothian1,Jock,3,1,3,1,0.004999390779642112
The_Heart_of_Midlothian1,Mr. Pattieson,4,0,4,0,0.007930532822547328
The_Heart_of_Midlothian1,"Deans--""he",0,1,0,1,0.004049019143915834
The_Heart_of_Midlothian1,Mr. Younglad,1,0,1,0,0.00453785360867317
The_Heart_of_Midlothian1,Jack,7,0,7,0,0.013125115520912512
The_Heart_of_Midlothian1,Effie?--it,1,0,1,0,0.004112212503164761
The_Heart_of_Midlothian1,Balfour,1,0,1,0,0.004328845019260849
The_Heart_of_Midlothian1,Plumdamas,3,13,3,13,0.00521029819716058
The_Heart_of_Midlothian1,Miss Goldie,0,2,0,2,0.004049019143915834
The_Heart_of_Midlothian1,little Eppie Daidle,1,0,1,0,0.00465064644647055
The_Heart_of_Midlothian1,Mr.--Mr,1,0,1,0,0.004342581619749556
The_Heart_of_Midlothian1,the Redcoats,1,0,1,0,0.0046466207003784624
The_Heart_of_Midlothian1,Aweel,4,0,4,0,0.006659433310898333
The_Heart_of_Midlothian1,Bailie Middleburgh,5,0,5,0,0.005442730752116419
The_Heart_of_Midlothian1,the Institutes,1,0,1,0,0.004342581619749556
The_Heart_of_Midlothian1,Lord and Lady,1,0,1,0,0.004328845019260849
The_Heart_of_Midlothian1,Justinian,1,0,1,0,0.004342581619749556
The_Heart_of_Midlothian1,Young oursells,1,0,1,0,0.004696553530634585
The_Heart_of_Midlothian1,Saint Jerome,1,0,1,0,0.00472964538277035
The_Heart_of_Midlothian1,Mrs. Saddletree,5,42,5,42,0.005438988023555429
The_Heart_of_Midlothian1,John Dalgleish,1,0,1,0,0.004141754022393955
The_Heart_of_Midlothian1,MacMillanite,1,0,1,0,0.004774646431108576
The_Heart_of_Midlothian1,Captain Lackland,1,0,1,0,0.00453785360867317
The_Heart_of_Midlothian1,Blood,2,0,2,0,0.0046305884871512895
The_Heart_of_Midlothian1,Jock Dalgleish,1,0,1,0,0.004112212503164761
The_Heart_of_Midlothian1,Hyssop,1,0,1,0,0.004141754022393955
The_Heart_of_Midlothian1,Scott,6,18,6,18,0.012653603273668823
The_Heart_of_Midlothian1,Heaven.--Where,1,0,1,0,0.005063336732180562
The_Heart_of_Midlothian1,Titus,1,0,1,0,0.004328845019260849
The_Heart_of_Midlothian1,MacCroskie,2,0,2,0,0.0063715632724211475
The_Heart_of_Midlothian1,Mr. Deans,12,18,12,18,0.010352338750090614
The_Heart_of_Midlothian1,John the Baptist,1,0,1,0,0.00426848084878153
The_Heart_of_Midlothian1,Advantage!--I,1,0,1,0,0.004112212503164761
The_Heart_of_Midlothian1,"Halkit--""I",0,1,0,1,0.004049019143915834
The_Heart_of_Midlothian1,David Deans,8,37,8,37,0.00955644121986238
The_Heart_of_Midlothian1,Reuben,19,13,19,13,0.010413119754229441
The_Heart_of_Midlothian1,Mr. Butler?--but,1,0,1,0,0.004892416227350884
The_Heart_of_Midlothian1,Saint Leonard,1,0,1,0,0.0042784747207092475
The_Heart_of_Midlothian1,Scots,4,0,4,0,0.006560153813123716
The_Heart_of_Midlothian1,the bonny Lady Moon,1,0,1,0,0.005063336732180562
The_Heart_of_Midlothian1,Old Mortality,1,0,1,0,0.0074908527958170296
The_Heart_of_Midlothian1,Sir William Wallace,1,0,1,0,0.004159096112437318
The_Heart_of_Midlothian1,Dumbiedikes,8,15,8,15,0.007414801722851085
The_Heart_of_Midlothian1,the Pleasaunts,1,0,1,0,0.004141754022393955
The_Heart_of_Midlothian1,Stouthrieff,1,0,1,0,0.013965503698273025
The_Heart_of_Midlothian1,Nicol Muschat,1,0,1,0,0.004342581619749556
The_Heart_of_Midlothian1,True Blue Presbyterians,1,0,1,0,0.0046466207003784624
The_Heart_of_Midlothian1,Miss Damahoy,3,7,3,7,0.005332048683229818
The_Heart_of_Midlothian1,"Mr. Butler,--I",1,0,1,0,0.00472964538277035
The_Heart_of_Midlothian1,Old Maggie,0,1,0,1,0.004049019143915834
The_Heart_of_Midlothian1,the Jews,1,0,1,0,0.004342581619749556
The_Heart_of_Midlothian1,Lady Lousia,0,4,0,4,0.004049019143915834
The_Heart_of_Midlothian1,Gang,0,2,0,2,0.004049019143915834
The_Heart_of_Midlothian1,Deanses,3,0,3,0,0.009138846433942669
The_Heart_of_Midlothian1,Ailie Muschat,2,0,2,0,0.00592379514515586
The_Heart_of_Midlothian1,Fairbrother,0,15,0,15,0.004049019143915834
The_Heart_of_Midlothian1,Leith,1,0,1,0,0.004389720262295468
The_Heart_of_Midlothian1,Macer,1,0,1,0,0.00493044521010014
The_Heart_of_Midlothian1,H. M. 26th Foot,1,0,1,0,0.00426848084878153
The_Heart_of_Midlothian1,Who?--Robertson,1,0,1,0,0.004141754022393955
The_Heart_of_Midlothian1,Hogg,0,3,0,3,0.004049019143915834
The_Heart_of_Midlothian1,Effie,41,18,41,18,0.015506107048731087
The_Heart_of_Midlothian1,Father,2,0,2,0,0.004783726819614271
The_Heart_of_Midlothian1,Jeanie,44,50,44,50,0.021612812513268645
The_Heart_of_Midlothian1,The Heathens,1,0,1,0,0.004342581619749556
The_Heart_of_Midlothian1,Mr. Middleburgh,1,5,1,5,0.00426848084878153
The_Heart_of_Midlothian1,ended?--I,1,0,1,0,0.004342581619749556
The_Heart_of_Midlothian1,Lord Vincovincentem,1,0,1,0,0.004328845019260849
The_Heart_of_Midlothian1,John Semple,2,0,2,0,0.004487942553647226
The_Heart_of_Midlothian1,Mungo Marsport,1,0,1,0,0.00453785360867317
The_Heart_of_Midlothian1,naebody,5,0,5,0,0.006118660748085572
The_Story_of_a_Modern_Woman,Mr. Sanderson,0,6,0,6,0.007660034840438007
The_Story_of_a_Modern_Woman,Neat,1,0,1,0,0.008694059877899469
The_Story_of_a_Modern_Woman,Heaven,2,1,2,1,0.00986242893111085
The_Story_of_a_Modern_Woman,Youth,1,0,1,0,0.009083368412502985
The_Story_of_a_Modern_Woman,Dear Sir Dunlop,4,0,4,0,0.01091033321637144
The_Story_of_a_Modern_Woman,THE GATE OF SILENCE,1,0,1,0,0.010280320335891489
The_Story_of_a_Modern_Woman,Miss Higgins,3,0,3,0,0.013293155478793553
The_Story_of_a_Modern_Woman,Death,2,0,2,0,0.009306401518284628
The_Story_of_a_Modern_Woman,Mr. Somervail,0,1,0,1,0.007660034840438007
The_Story_of_a_Modern_Woman,Great Scott,1,0,1,0,0.008694059877899469
The_Story_of_a_Modern_Woman,CHAPTER XX,1,0,1,0,0.010280320335891489
The_Story_of_a_Modern_Woman,Dr. Dunlop Strange,23,4,23,4,0.03723076875597166
The_Story_of_a_Modern_Woman,Alison,18,42,18,42,0.05441562029746866
The_Story_of_a_Modern_Woman,Mr. Jackson—'after,0,1,0,1,0.007660034840438007
The_Story_of_a_Modern_Woman,Good Lord,0,2,0,2,0.007660034840438007
The_Story_of_a_Modern_Woman,Elizabeth,0,1,0,1,0.007660034840438007
The_Story_of_a_Modern_Woman,Mary,114,72,114,72,0.16641365969957522
The_Story_of_a_Modern_Woman,Lady Blay,8,4,8,4,0.010566249656472605
The_Story_of_a_Modern_Woman,Vincent,50,62,50,62,0.10381513070656184
The_Story_of_a_Modern_Woman,SAPRISTI,3,0,3,0,0.011826825111134961
The_Story_of_a_Modern_Woman,Joe,1,0,1,0,0.009624431020462119
The_Story_of_a_Modern_Woman,Mr. Bosanquet−Barry,2,24,2,24,0.009573806479757786
The_Story_of_a_Modern_Woman,Realism,1,0,1,0,0.007943131694189566
The_Story_of_a_Modern_Woman,Sir Horace,1,0,1,0,0.007999112817084727
The_Story_of_a_Modern_Woman,Lady Jane,15,29,15,29,0.0277220746515646
The_Story_of_a_Modern_Woman,Travers Danby,1,0,1,0,0.008472609434421366
The_Story_of_a_Modern_Woman,Beaufy,0,23,0,23,0.007660034840438007
The_Story_of_a_Modern_Woman,Jimmie,21,4,21,4,0.03534774181795287
The_Story_of_a_Modern_Woman,Sarah,1,17,1,17,0.009624431020462119
The_Story_of_a_Modern_Woman,Mr. Lecky,0,1,0,1,0.007660034840438007
The_Story_of_a_Modern_Woman,God,1,9,1,9,0.008715739622042199
The_Story_of_a_Modern_Woman,Little Mary,1,0,1,0,0.008761231885774429
The_Story_of_a_Modern_Woman,Miss Simpkins,4,0,4,0,0.012000853264628589
The_Story_of_a_Modern_Woman,Dr. Danby,3,0,3,0,0.011249580208428835
The_Story_of_a_Modern_Woman,Perry,14,29,14,29,0.03527640806824582
The_Story_of_a_Modern_Woman,Cornish Fisher−scenes,0,3,0,3,0.007660034840438007
The_Story_of_a_Modern_Woman,Aunt Julia,2,0,2,0,0.011588827200486233
The_Story_of_a_Modern_Woman,Lord,1,7,1,7,0.008694059877899469
The_Story_of_a_Modern_Woman,Victorian,1,0,1,0,0.007943131694189566
The_Story_of_a_Modern_Woman,Queen,1,0,1,0,0.009624431020462119
The_Story_of_a_Modern_Woman,Jove,1,0,1,0,0.007999112817084727
The_Story_of_a_Modern_Woman,Mrs. Norton,1,0,1,0,0.008472609434421366
The_Story_of_a_Modern_Woman,Victoria,3,0,3,0,0.010097758622388082
The_Story_of_a_Modern_Woman,"MARY,—You",2,0,2,0,0.011047764592527097
The_Story_of_a_Modern_Woman,William the Fourth,1,0,1,0,0.007943131694189566
The_Story_of_a_Modern_Woman,Sister Charlotte,1,6,1,6,0.008761231885774429
The_Story_of_a_Modern_Woman,Father,1,0,1,0,0.009624431020462119
The_Story_of_a_Modern_Woman,Lady Blaythewaite,22,0,22,0,0.021073796282645336
The_Story_of_a_Modern_Woman,Evelina,15,4,15,4,0.02849398619392279
The_Story_of_a_Modern_Woman,Mr. Beaufort Flower,0,7,0,7,0.007660034840438007
The_Story_of_a_Modern_Woman,Miss Ives,3,0,3,0,0.031395256768411275
The_Story_of_a_Modern_Woman,Mr. Madder,1,0,1,0,0.009624431020462119
The_Story_of_a_Modern_Woman,Miss Erle,8,7,8,7,0.021578968884001442
The_Story_of_a_Modern_Woman,Professor Erle,1,1,1,1,0.008761231885774429
The_Story_of_a_Modern_Woman,Smith minor,1,0,1,0,0.009624431020462119
The_Story_of_a_Modern_Woman,THE MAN RETURNS HEMMING,1,0,1,0,0.009083368412502985
The_Story_of_a_Modern_Woman,the Grosvenor,1,0,1,0,0.014171262476723881
The_Story_of_a_Modern_Woman,Lord Houghton,1,0,1,0,0.008472609434421366
Mr._Midshipman_Easy,Dr Middleton,13,21,13,21,0.0073616071945962775
Mr._Midshipman_Easy,Murder Irish,2,0,2,0,0.007184021970192035
Mr._Midshipman_Easy,massa manes,1,0,1,0,0.003977565190122797
Mr._Midshipman_Easy,Susan,3,0,3,0,0.005237403363416028
Mr._Midshipman_Easy,Massa Easy,53,3,53,3,0.017323975312129997
Mr._Midshipman_Easy,Pedro,21,0,21,0,0.008178479967991942
Mr._Midshipman_Easy,the French,1,0,1,0,0.003846201808235802
Mr._Midshipman_Easy,Observe,1,0,1,0,0.004048611661627679
Mr._Midshipman_Easy,Den,9,0,9,0,0.005851210589651179
Mr._Midshipman_Easy,Massa Friar,1,0,1,0,0.003993105628691467
Mr._Midshipman_Easy,Mr Hawkins,1,1,1,1,0.0038554853343552094
Mr._Midshipman_Easy,the Marquesa Novara,1,0,1,0,0.00405482411675169
Mr._Midshipman_Easy,Marine,1,0,1,0,0.003846201808235802
Mr._Midshipman_Easy,Massa Vigor,1,0,1,0,0.003993105628691467
Mr._Midshipman_Easy,ALFONZO XEREZ,1,0,1,0,0.0038554853343552094
Mr._Midshipman_Easy,Hands,1,0,1,0,0.0038554853343552094
Mr._Midshipman_Easy,Rouse,1,0,1,0,0.003846201808235802
Mr._Midshipman_Easy,A,1,0,1,0,0.00405482411675169
Mr._Midshipman_Easy,Donna Clara,0,3,0,3,0.0037535134172344236
Mr._Midshipman_Easy,Job,1,0,1,0,0.003846201808235802
Mr._Midshipman_Easy,Jack--,1,0,1,0,0.0038739620171566896
Mr._Midshipman_Easy,Damme,1,0,1,0,0.005689974867809606
Mr._Midshipman_Easy,Moses,1,0,1,0,0.003993105628691467
Mr._Midshipman_Easy,Massa Vigors,1,0,1,0,0.003993105628691467
Mr._Midshipman_Easy,Peter,0,2,0,2,0.0037535134172344236
Mr._Midshipman_Easy,Captain Vilson,7,0,7,0,0.00492979600212525
Mr._Midshipman_Easy,William,9,1,9,1,0.0061653775509041275
Mr._Midshipman_Easy,Jack Cade,1,0,1,0,0.0038739620171566896
