novel,character,dc_in,dc_out,in_deg,out_deg,pagerank
Mary_Barton,Gospel,1,0,1,0,0.004582041523116204
Mary_Barton,Nurse,0,3,0,3,0.004353382376020487
Mary_Barton,one John Harris,1,0,1,0,0.0046158264010055135
Mary_Barton,Job,50,166,50,166,0.014417478846128415
Mary_Barton,Mrs. Sturgis,2,4,2,4,0.004672145765839748
Mary_Barton,the three Miss Ogdens,1,0,1,0,0.004512764070930117
Mary_Barton,Hughes,1,0,1,0,0.00490910670170687
Mary_Barton,Mr. Bridgenorth,8,8,8,8,0.0057344095575214
Mary_Barton,Peter,1,0,1,0,0.0045403721508479045
Mary_Barton,Jesus,1,0,1,0,0.004596851588285072
Mary_Barton,William Wilson,3,2,3,2,0.004934589790824775
Mary_Barton,Forrard,1,0,1,0,0.004512764070930117
Mary_Barton,Joseph E. Loewenstein,1,0,1,0,0.004596851588285072
Mary_Barton,Harry,11,0,11,0,0.008748527211488012
Mary_Barton,Dear Jem,1,0,1,0,0.004512764070930117
Mary_Barton,Jane Richardson,11,0,11,0,0.009538443293890196
Mary_Barton,"Dearest Mary,--",1,0,1,0,0.004512764070930117
Mary_Barton,Old Job,0,1,0,1,0.004353382376020487
Mary_Barton,Lord,2,0,2,0,0.0050584136924037935
Mary_Barton,Peace,1,0,1,0,0.004596851588285072
Mary_Barton,Miss Barton,6,0,6,0,0.008219684120099834
Mary_Barton,Amy,2,8,2,8,0.005229782193734626
Mary_Barton,Star,1,0,1,0,0.0045403721508479045
Mary_Barton,Parliament,2,0,2,0,0.004614185752497295
Mary_Barton,Ritling,1,0,1,0,0.00462856538731523
Mary_Barton,Twins,1,0,1,0,0.004596851588285072
Mary_Barton,"Jem,--it",1,0,1,0,0.0044633148716511865
Mary_Barton,Mr. Carson,34,50,34,50,0.01345022971219952
Mary_Barton,RODERICK,1,0,1,0,0.0062037033084630325
Mary_Barton,Jack Harris,11,0,11,0,0.008175673015883187
Mary_Barton,Punch,1,0,1,0,0.004596851588285072
Mary_Barton,Betty,2,0,2,0,0.006311585038918715
Mary_Barton,Jonas,6,0,6,0,0.006820476952610548
Mary_Barton,Death,2,0,2,0,0.00478384136311249
Mary_Barton,Darby,1,0,1,0,0.004512764070930117
Mary_Barton,Policeman,2,0,2,0,0.004672145765839748
Mary_Barton,Mrs. Barton,1,6,1,6,0.005096484981641102
Mary_Barton,Mary,271,409,271,409,0.07670135121937414
Mary_Barton,Sophy,9,29,9,29,0.014948235066469792
Mary_Barton,Jane Hodson,1,0,1,0,0.00446126410647617
Mary_Barton,Miller,2,0,2,0,0.004727361925675324
Mary_Barton,Sally,10,52,10,52,0.006600197688013865
Mary_Barton,John Cropper _,9,0,9,0,0.006400818168163297
Mary_Barton,La,1,0,1,0,0.004512764070930117
Mary_Barton,Missus,1,0,1,0,0.004427195977669877
Mary_Barton,MILMAN,0,2,0,2,0.004353382376020487
Mary_Barton,God,57,4,57,4,0.019911528825831585
Mary_Barton,Mr. Cheshire,5,0,5,0,0.004722450384267437
Mary_Barton,Jem,245,187,245,187,0.05357309940515635
Mary_Barton,Mrs. Heming,2,0,2,0,0.004903748398609973
Mary_Barton,Margaret,12,10,12,10,0.006094826528415573
Mary_Barton,Mengies,1,0,1,0,0.004596851588285072
Mary_Barton,SOUTHEY,0,2,0,2,0.004353382376020487
Mary_Barton,Carsons,6,0,6,0,0.005644759337296497
Mary_Barton,Thomas,7,0,7,0,0.013778683077292558
Mary_Barton,Dick,1,0,1,0,0.004698882850794776
Mary_Barton,Jenny,1,0,1,0,0.0044633148716511865
Mary_Barton,Morris,1,0,1,0,0.004596851588285072
Mary_Barton,Christ,2,0,2,0,0.004501009579319266
Mary_Barton,Jacob Butterworth,1,0,1,0,0.004512764070930117
Mary_Barton,Mrs. Simpson,1,0,1,0,0.004596851588285072
Mary_Barton,George,26,0,26,0,0.015084135524869376
Mary_Barton,Satan,1,0,1,0,0.004427195977669877
Mary_Barton,"Mary,--Mary Barton",1,0,1,0,0.004512764070930117
Mary_Barton,Parker,1,0,1,0,0.005156444205319494
Mary_Barton,FIDELIA,1,0,1,0,0.008054024240905578
Mary_Barton,Helen,3,6,3,6,0.0056679821025916975
Mary_Barton,Valentine,1,0,1,0,0.004653777851674005
Mary_Barton,Deep,2,2,2,2,0.004569145836931852
Mary_Barton,natomy,1,0,1,0,0.004512764070930117
Mary_Barton,Mrs. Bradshaw,1,0,1,0,0.0044633148716511865
Mary_Barton,Tyrrel,1,0,1,0,0.005096484981641102
Mary_Barton,Grandfather,6,0,6,0,0.005730110132253042
Mary_Barton,"Job,--what",1,0,1,0,0.004512764070930117
Mary_Barton,Will Wilson,13,6,13,6,0.0071739437995670865
Mary_Barton,Jonson,1,0,1,0,0.0062037033084630325
Mary_Barton,Old Jennings,1,0,1,0,0.004512764070930117
Mary_Barton,Howe'er,2,0,2,0,0.004699753845757535
Mary_Barton,Johnnie,1,0,1,0,0.004512764070930117
Mary_Barton,St. Patrick,1,0,1,0,0.004596851588285072
Mary_Barton,"Jem,--about Jem",1,0,1,0,0.004512764070930117
Mary_Barton,Rucks,1,0,1,0,0.004512764070930117
Mary_Barton,Esther,42,30,42,30,0.01060359749158004
Mary_Barton,Clem,1,0,1,0,0.0062037033084630325
Mary_Barton,Davenport,4,0,4,0,0.005302493586671817
Mary_Barton,Ay,2,0,2,0,0.004741423218025835
Mary_Barton,John Slater,0,9,0,9,0.004353382376020487
Mary_Barton,Angel,1,0,1,0,0.004653777851674005
Mary_Barton,aunt Hetty,2,0,2,0,0.004672145765839748
Mary_Barton,"Mary,""--beginning",1,0,1,0,0.004512764070930117
Mary_Barton,Jane Wilson,42,28,42,28,0.012634262455602818
Mary_Barton,Wit _ leil,1,0,1,0,0.004512764070930117
Mary_Barton,Mrs. Hemans,0,1,0,1,0.004353382376020487
Mary_Barton,Hoo,0,2,0,2,0.004353382376020487
Mary_Barton,Mrs. Ogden,9,0,9,0,0.005787817630207163
Mary_Barton,Mr. Duncombe,5,9,5,9,0.005803026920491228
Mary_Barton,little Miss Extravagance,1,0,1,0,0.00490910670170687
Mary_Barton,poor Will,1,0,1,0,0.004596851588285072
Mary_Barton,Charley,9,15,9,15,0.00609700462043335
Mary_Barton,Gloppened,1,0,1,0,0.004512764070930117
Mary_Barton,Darling,1,0,1,0,0.004596851588285072
Mary_Barton,Tom Noddies,1,0,1,0,0.004512764070930117
Mary_Barton,Sally.--But,1,0,1,0,0.00446126410647617
Mary_Barton,Papa,3,0,3,0,0.0056679821025916975
Mary_Barton,Duncombes,1,0,1,0,0.004596851588285072
Mary_Barton,Alice,76,22,76,22,0.01923718285522181
Mary_Barton,Miss Richardson,1,0,1,0,0.004791582284877557
Mary_Barton,Bigland,1,0,1,0,0.00490910670170687
Mary_Barton,Mrs. Hawkes,1,0,1,0,0.004997766000033712
Mary_Barton,Manchester,1,0,1,0,0.004512764070930117
Mary_Barton,Prince Albert,6,0,6,0,0.00530967254547827
Mary_Barton,Joan,1,0,1,0,0.004512764070930117
Mary_Barton,Lord Admiral Nelson,1,0,1,0,0.004512764070930117
Mary_Barton,O'Brien,2,0,2,0,0.0048403208005496565
Mary_Barton,Mrs. Davenport,7,17,7,17,0.005503692558463925
Mary_Barton,D'ye,2,0,2,0,0.0048403208005496565
Mary_Barton,Mrs. Wilson,26,76,26,76,0.009830081660339067
Mary_Barton,Barbara Allen,1,0,1,0,0.004512764070930117
Mary_Barton,Dear Alice,2,0,2,0,0.004672145765839748
Mary_Barton,FAZIO,1,0,1,0,0.0062037033084630325
Mary_Barton,Rusilla,1,0,1,0,0.0062037033084630325
Mary_Barton,Mother,10,0,10,0,0.0070339647640522175
Mary_Barton,Frabbit,2,0,2,0,0.008743504305737919
Mary_Barton,Dixwell,1,0,1,0,0.005093510748997505
Mary_Barton,Mrs. Jones,4,16,4,16,0.004939979380474793
Mary_Barton,ELLIOTT,0,5,0,5,0.004353382376020487
Mary_Barton,six Manchesters,1,0,1,0,0.004512764070930117
Mary_Barton,Jack Sheppard,1,0,1,0,0.0053462591515521535
Mary_Barton,Little,1,0,1,0,0.005096484981641102
Mary_Barton,Tom Bourne,2,0,2,0,0.005044383325569064
Mary_Barton,JEM . XXX,1,0,1,0,0.0044633148716511865
Mary_Barton,BURNS,0,3,0,3,0.004353382376020487
Mary_Barton,WITHER,0,1,0,1,0.004353382376020487
Mary_Barton,Fergusson,2,0,2,0,0.004813159546583635
Mary_Barton,Johnson,4,0,4,0,0.006443739637144371
Mary_Barton,Sankey,1,0,1,0,0.00462856538731523
Mary_Barton,Father,12,0,12,0,0.006180394621675814
Mary_Barton,Jem--,1,0,1,0,0.004512764070930117
Mary_Barton,Bill,1,0,1,0,0.004427195977669877
Mary_Barton,Elizabeth Cleghorn Gaskell,0,1,0,1,0.004353382376020487
Mary_Barton,John Barton,65,74,65,74,0.01628145992044008
Mary_Barton,Facts,1,0,1,0,0.004596851588285072
Mary_Barton,Brother,1,0,1,0,0.008054024240905578
Melmoth_the_Wanderer1,Oliva,1,0,1,0,0.03822747557989694
Melmoth_the_Wanderer1,Pilate,1,0,1,0,0.024470957367972303
Melmoth_the_Wanderer1,Vide Pope,0,1,0,1,0.020663555758398212
Melmoth_the_Wanderer1,Laura,1,0,1,0,0.03089163499336689
Melmoth_the_Wanderer1,Ammon,1,0,1,0,0.03822747557989694
Melmoth_the_Wanderer1,Legion,1,0,1,0,0.029445515669147576
Melmoth_the_Wanderer1,Old Melmoth,0,2,0,2,0.020663555758398212
Melmoth_the_Wanderer1,Senhor,4,0,4,0,0.04124278544525693
Melmoth_the_Wanderer1,Alonzo,1,0,1,0,0.025054535713772894
Melmoth_the_Wanderer1,the Melmoths,1,0,1,0,0.02580836318011289
Melmoth_the_Wanderer1,Vide Southern,0,1,0,1,0.020663555758398212
Melmoth_the_Wanderer1,Monster,0,2,0,2,0.020663555758398212
Melmoth_the_Wanderer1,aunt Dinah,0,4,0,4,0.020663555758398212
Melmoth_the_Wanderer1,Father Olavida,0,1,0,1,0.020663555758398212
Melmoth_the_Wanderer1,Miss Baillie,0,1,0,1,0.020663555758398212
Melmoth_the_Wanderer1,the Duke de Monçada,1,0,1,0,0.025054535713772894
Melmoth_the_Wanderer1,Melmoth,11,17,11,17,0.10289936513835164
Melmoth_the_Wanderer1,Gonson,1,0,1,0,0.03822747557989694
Melmoth_the_Wanderer1,Father Fay,1,0,1,0,0.02580836318011289
Melmoth_the_Wanderer1,"Monk,--then",1,0,1,0,0.02580836318011289
Melmoth_the_Wanderer1,God,5,11,5,11,0.0492709178896663
Melmoth_the_Wanderer1,Cromwell,1,0,1,0,0.02580836318011289
Melmoth_the_Wanderer1,Fatima,0,1,0,1,0.020663555758398212
Melmoth_the_Wanderer1,Christ,2,0,2,0,0.042618455535271625
Melmoth_the_Wanderer1,Sybil,1,0,1,0,0.02580836318011289
Melmoth_the_Wanderer1,Fra Paolo,2,0,2,0,0.03822747557989694
Melmoth_the_Wanderer1,Samuel,1,0,1,0,0.024470957367972303
Melmoth_the_Wanderer1,Satan,0,1,0,1,0.020663555758398212
Melmoth_the_Wanderer1,Saul,1,0,1,0,0.024470957367972303
Melmoth_the_Wanderer1,Beatrice,1,0,1,0,0.02580836318011289
Melmoth_the_Wanderer1,the Jesuits,1,0,1,0,0.024470957367972303
Melmoth_the_Wanderer1,Don Raymond,1,0,1,0,0.02580836318011289
Melmoth_the_Wanderer1,Stanton,3,3,3,3,0.03609797802354226
The_Small_House_at_Allington,Mr. Boyce,8,8,8,8,0.004658108156836331
The_Small_House_at_Allington,the Honourable John,0,24,0,24,0.0026274291448917303
The_Small_House_at_Allington,Pawkins,1,3,1,3,0.0027736910588150917
The_Small_House_at_Allington,Settled;--well,1,0,1,0,0.0028623110818854092
The_Small_House_at_Allington,Cradell,65,114,65,114,0.011260491527567133
The_Small_House_at_Allington,old Huffle Scuffle,4,0,4,0,0.003359877502277041
The_Small_House_at_Allington,Mr. Dale,51,23,51,23,0.008808569060074066
The_Small_House_at_Allington,Miss Roper,9,3,9,3,0.00404809352799643
The_Small_House_at_Allington,Cook,1,0,1,0,0.002661894145629359
The_Small_House_at_Allington,Lady Buffle,2,0,2,0,0.0031919660860901256
The_Small_House_at_Allington,Mr. Chancellor,1,0,1,0,0.0028140734531847435
The_Small_House_at_Allington,"Harriet,--in",1,0,1,0,0.0027204934014861725
The_Small_House_at_Allington,Orlando,2,0,2,0,0.003337217665625207
The_Small_House_at_Allington,"Eames,--well,--yes",1,0,1,0,0.0028140734531847435
The_Small_House_at_Allington,"Growdy,--he'll",1,0,1,0,0.0037442002240250334
The_Small_House_at_Allington,Don Juan,0,1,0,1,0.0026274291448917303
The_Small_House_at_Allington,Montgomerie Dobbs,0,1,0,1,0.0026274291448917303
The_Small_House_at_Allington,Mrs. Butterwell,1,0,1,0,0.0027079522939923726
The_Small_House_at_Allington,Hannah,4,0,4,0,0.0036039279486589646
The_Small_House_at_Allington,Mrs. Lupex--,2,0,2,0,0.003055959529414289
The_Small_House_at_Allington,"Who,--Cradell",1,0,1,0,0.0027152264788194375
The_Small_House_at_Allington,Paul,1,0,1,0,0.002719637508667499
The_Small_House_at_Allington,"Eames,--""you'll",1,0,1,0,0.003025462647356672
The_Small_House_at_Allington,Jemima,2,10,2,10,0.0028030238127471447
The_Small_House_at_Allington,William,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Dame Commonplace,1,0,1,0,0.002719637508667499
The_Small_House_at_Allington,Lord De Guest,30,3,30,3,0.00962247593702141
The_Small_House_at_Allington,Porlock,9,1,9,1,0.004873778250569656
The_Small_House_at_Allington,Augusta,1,0,1,0,0.0027048293725758
The_Small_House_at_Allington,Fitz,2,0,2,0,0.0027953405610786457
The_Small_House_at_Allington,Mr. Eames;--and,1,0,1,0,0.0027152264788194375
The_Small_House_at_Allington,Carlyle,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Lady Clandidlem,4,7,4,7,0.0033698635309321306
The_Small_House_at_Allington,February,1,0,1,0,0.0027048293725758
The_Small_House_at_Allington,the Crosbies,2,0,2,0,0.003216956104886041
The_Small_House_at_Allington,Mr. Lupex,15,13,15,13,0.00608754854827594
The_Small_House_at_Allington,Dicksey,2,0,2,0,0.003216956104886041
The_Small_House_at_Allington,Dearest John,1,0,1,0,0.0027736910588150917
The_Small_House_at_Allington,Handsome,2,0,2,0,0.0039778044149405035
The_Small_House_at_Allington,Lord Sark,3,0,3,0,0.004569461443752117
The_Small_House_at_Allington,Lord,1,0,1,0,0.0033535483877911087
The_Small_House_at_Allington,Lady Amelia,14,64,14,64,0.005828029722293134
The_Small_House_at_Allington,Richard,1,0,1,0,0.0027486481507874617
The_Small_House_at_Allington,Hopkins,74,30,74,30,0.008292290990645287
The_Small_House_at_Allington,Mr. Gazebee,11,26,11,26,0.004446319321335797
The_Small_House_at_Allington,Lord Derby,1,0,1,0,0.0027152264788194375
The_Small_House_at_Allington,"Crosbie,--better",1,0,1,0,0.002719637508667499
The_Small_House_at_Allington,old Scuffles,1,0,1,0,0.0027113848529851884
The_Small_House_at_Allington,Miss Mealyer,6,0,6,0,0.003906622807206357
The_Small_House_at_Allington,Cookey,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Orson,6,0,6,0,0.003154213148457972
The_Small_House_at_Allington,Young Eames,2,1,2,1,0.0028030238127471447
The_Small_House_at_Allington,the Gazebees,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,the Dales,8,0,8,0,0.00411179481452372
The_Small_House_at_Allington,Lily,292,510,292,510,0.05534171936512762
The_Small_House_at_Allington,Lambkin,3,0,3,0,0.0032022214433376495
The_Small_House_at_Allington,Charles,1,0,1,0,0.002719637508667499
The_Small_House_at_Allington,Tupper,1,0,1,0,0.0029096976154909283
The_Small_House_at_Allington,Robinson Crusoe,1,0,1,0,0.0027151318807669836
The_Small_House_at_Allington,Margaretta,8,17,8,17,0.004104218390460859
The_Small_House_at_Allington,Miss Eleanor,4,0,4,0,0.0038064830648803505
The_Small_House_at_Allington,"George,--if",1,0,1,0,0.0027924541538539467
The_Small_House_at_Allington,Miss Spruce,43,10,43,10,0.007943379423599586
The_Small_House_at_Allington,Paragons,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,"Providence,--as",1,0,1,0,0.0028623110818854092
The_Small_House_at_Allington,Parsons,1,0,1,0,0.0027151318807669836
The_Small_House_at_Allington,Lord Brock,1,2,1,2,0.0029996861712694983
The_Small_House_at_Allington,Mr. Juniper,3,0,3,0,0.002890821146674851
The_Small_House_at_Allington,Lady Fanny,4,0,4,0,0.003411863193296961
The_Small_House_at_Allington,Hum,1,0,1,0,0.002939371648891161
The_Small_House_at_Allington,Hearts,1,0,1,0,0.0027152264788194375
The_Small_House_at_Allington,John Eames,118,106,118,106,0.01824243868953541
The_Small_House_at_Allington,Mrs. Crump,16,5,16,5,0.004271818761294019
The_Small_House_at_Allington,John Eames;--and,2,0,2,0,0.0026963591463669886
The_Small_House_at_Allington,Dick Boyce,15,0,15,0,0.0048523470647483975
The_Small_House_at_Allington,Mrs. Hearn,20,7,20,7,0.005533689809791116
The_Small_House_at_Allington,John;--so,1,0,1,0,0.0027152264788194375
The_Small_House_at_Allington,the Lupexes,3,0,3,0,0.002890821146674851
The_Small_House_at_Allington,Mamma,76,0,76,0,0.010102876652124162
The_Small_House_at_Allington,"Miss Mealyer,--sh",1,0,1,0,0.0027152264788194375
The_Small_House_at_Allington,Poor Johnny,2,3,2,3,0.0031919660860901256
The_Small_House_at_Allington,Fisher,2,4,2,4,0.0029936533235843856
The_Small_House_at_Allington,Dingles,3,5,3,5,0.0029889844463988078
The_Small_House_at_Allington,Damon,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Mrs. Boyce,12,11,12,11,0.003556193793186023
The_Small_House_at_Allington,Alexandrina,30,80,30,80,0.011408124142924964
The_Small_House_at_Allington,God,8,0,8,0,0.004183987522239319
The_Small_House_at_Allington,L. D.,5,0,5,0,0.0033155099053631606
The_Small_House_at_Allington,a Lord Eldon,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Lady Hartletop,3,0,3,0,0.0033146045573231994
The_Small_House_at_Allington,"daughters,--the Ladies Amelia",1,0,1,0,0.0027048293725758
The_Small_House_at_Allington,Grimes,1,0,1,0,0.002661894145629359
The_Small_House_at_Allington,Colonel Dale,1,0,1,0,0.004860971303158336
The_Small_House_at_Allington,Crosbie,408,197,408,197,0.0683237396673819
The_Small_House_at_Allington,Jove,7,0,7,0,0.0035659159192513203
The_Small_House_at_Allington,scarlatina,2,0,2,0,0.0030098953607641385
The_Small_House_at_Allington,Johnny--,2,0,2,0,0.0031094183554501303
The_Small_House_at_Allington,"Miss Eleanor,--that",1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Mr. Kissing,1,4,1,4,0.0027113848529851884
The_Small_House_at_Allington,Mr. C----,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,"Mr. Bernard,--he",3,0,3,0,0.003332074955872768
The_Small_House_at_Allington,"mamma,--you",1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Phoebus Apollo,1,0,1,0,0.002719637508667499
The_Small_House_at_Allington,George,17,31,17,31,0.006018303967361584
The_Small_House_at_Allington,Mr. Love,5,4,5,4,0.004038771497887719
The_Small_House_at_Allington,ADOLPHUS CROSBIE,2,0,2,0,0.0028073402445427525
The_Small_House_at_Allington,Mr. Spurgeon,1,0,1,0,0.0027152264788194375
The_Small_House_at_Allington,Hiram,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,"did,--mamma",1,0,1,0,0.0027151318807669836
The_Small_House_at_Allington,Miss Lily Dale--,1,0,1,0,0.0027152264788194375
The_Small_House_at_Allington,Mrs. L.,2,0,2,0,0.0033077311179558703
The_Small_House_at_Allington,Bell,178,210,178,210,0.021677431991721657
The_Small_House_at_Allington,Mrs. Grantly,0,2,0,2,0.0026274291448917303
The_Small_House_at_Allington,Bushers,0,1,0,1,0.0026274291448917303
The_Small_House_at_Allington,Lady Alexandrina;--that,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Muggeridge,0,7,0,7,0.0026274291448917303
The_Small_House_at_Allington,Psha,0,1,0,1,0.0026274291448917303
The_Small_House_at_Allington,Mother Roper,1,0,1,0,0.0027113848529851884
The_Small_House_at_Allington,Susan Boyce,1,0,1,0,0.002719637508667499
The_Small_House_at_Allington,Caudle,24,0,24,0,0.007375886676759601
The_Small_House_at_Allington,Alley,1,0,1,0,0.0027048293725758
The_Small_House_at_Allington,Amelia,91,202,91,202,0.020865692025260667
The_Small_House_at_Allington,Mr. Optimist,4,10,4,10,0.0036697362803644494
The_Small_House_at_Allington,Guestwick,1,0,1,0,0.002822909685079155
The_Small_House_at_Allington,"Bernard,--I",1,0,1,0,0.0027151318807669836
The_Small_House_at_Allington,What!--Amelia,1,0,1,0,0.0027113848529851884
The_Small_House_at_Allington,Growdy,0,2,0,2,0.0026274291448917303
The_Small_House_at_Allington,Vickers,2,0,2,0,0.005007233217081697
The_Small_House_at_Allington,Providence,1,0,1,0,0.002661894145629359
The_Small_House_at_Allington,Lily--,1,0,1,0,0.0027736910588150917
The_Small_House_at_Allington,Bernard,98,59,98,59,0.012898325067040056
The_Small_House_at_Allington,Lord De Courcy,2,0,2,0,0.0033410300100958886
The_Small_House_at_Allington,Frank Gresham,2,0,2,0,0.0027822296002598685
The_Small_House_at_Allington,Mr. Harding,17,2,17,2,0.007638408304843367
The_Small_House_at_Allington,aunt Dina,2,0,2,0,0.0029995928525729547
The_Small_House_at_Allington,Mr. Butterwell,4,41,4,41,0.0038839766112609628
The_Small_House_at_Allington,Apollos,4,0,4,0,0.0028185268829798707
The_Small_House_at_Allington,Lady,1,0,1,0,0.0027151318807669836
The_Small_House_at_Allington,John Postman,1,0,1,0,0.0033535483877911087
The_Small_House_at_Allington,Sarah,3,0,3,0,0.002948381898530695
The_Small_House_at_Allington,Miss Twistleton,1,0,1,0,0.0027204934014861725
The_Small_House_at_Allington,Boggs,2,0,2,0,0.0031088369331818983
The_Small_House_at_Allington,Mr. Bold,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Eames,2,1,2,1,0.0032427425015678227
The_Small_House_at_Allington,Mr. Moffat,1,0,1,0,0.0027048293725758
The_Small_House_at_Allington,Christopher Dale,2,0,2,0,0.0027541025094051288
The_Small_House_at_Allington,"Eames,--yes",6,0,6,0,0.003958684188821736
The_Small_House_at_Allington,Mr. Palliser,7,15,7,15,0.012792143377755113
The_Small_House_at_Allington,Gruddock,1,0,1,0,0.0028131700045808472
The_Small_House_at_Allington,Uncle,11,0,11,0,0.00572135451471329
The_Small_House_at_Allington,Rafferty,5,0,5,0,0.0037518990109691635
The_Small_House_at_Allington,Maria,15,0,15,0,0.008015703900802296
The_Small_House_at_Allington,Lord De Curse'ye,0,1,0,1,0.0026274291448917303
The_Small_House_at_Allington,Colepepper,2,0,2,0,0.002813557658080614
The_Small_House_at_Allington,CHAPTER XIV,0,2,0,2,0.0026274291448917303
The_Small_House_at_Allington,Tuppence,1,0,1,0,0.0033535483877911087
The_Small_House_at_Allington,Mr. Fanfaron,1,2,1,2,0.003122375597550223
The_Small_House_at_Allington,Lady Dumbello,19,4,19,4,0.008288627094305214
The_Small_House_at_Allington,Lord Dumbello,18,0,18,0,0.01419899365195653
The_Small_House_at_Allington,"her,""--Oh",1,0,1,0,0.0027736910588150917
The_Small_House_at_Allington,Creature,1,0,1,0,0.0027152264788194375
The_Small_House_at_Allington,Jane,5,0,5,0,0.0031710337260151657
The_Small_House_at_Allington,Dr. Gruffen,3,0,3,0,0.0027885675101427575
The_Small_House_at_Allington,Mrs. Dale,52,324,52,324,0.013141165314979447
The_Small_House_at_Allington,Harriet Twistleton,2,0,2,0,0.002813557658080614
The_Small_House_at_Allington,Uncle Christopher,11,0,11,0,0.003867606232500524
The_Small_House_at_Allington,Jolliffe,4,0,4,0,0.00400397555447048
The_Small_House_at_Allington,Pilgrim,2,0,2,0,0.0028073402445427525
The_Small_House_at_Allington,"Miss Lily!""--and",1,0,1,0,0.0028623110818854092
The_Small_House_at_Allington,the Hingies,1,0,1,0,0.0028623110818854092
The_Small_House_at_Allington,Mary Eames;--pray,1,0,1,0,0.002719637508667499
The_Small_House_at_Allington,"Crosbie,--I",1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Mr. Fothergill,3,3,3,3,0.004803895852063656
The_Small_House_at_Allington,Mr. Heames,1,0,1,0,0.002865708410569114
The_Small_House_at_Allington,Sundays,1,0,1,0,0.0029096976154909283
The_Small_House_at_Allington,George;--I,1,0,1,0,0.0027924541538539467
The_Small_House_at_Allington,ILLUSTRATION,0,1,0,1,0.0026274291448917303
The_Small_House_at_Allington,Lady Julia,45,42,45,42,0.009660889047130788
The_Small_House_at_Allington,Major Fiasco,0,6,0,6,0.0026274291448917303
The_Small_House_at_Allington,Grogram,1,0,1,0,0.0027152264788194375
The_Small_House_at_Allington,John;--I,1,0,1,0,0.002822909685079155
The_Small_House_at_Allington,Dear Bernard,2,0,2,0,0.0028073402445427525
The_Small_House_at_Allington,Whereupon Bernard,4,0,4,0,0.0038064830648803505
The_Small_House_at_Allington,Dear Johnny,3,0,3,0,0.0027885675101427575
The_Small_House_at_Allington,Darvell,1,0,1,0,0.0028131700045808472
The_Small_House_at_Allington,Christmas Day,1,0,1,0,0.002661894145629359
The_Small_House_at_Allington,Chumpend,0,4,0,4,0.0026274291448917303
The_Small_House_at_Allington,Tartar,1,0,1,0,0.002719637508667499
The_Small_House_at_Allington,John,4,5,4,5,0.003287529180740596
The_Small_House_at_Allington,Bother,1,0,1,0,0.0029096976154909283
The_Small_House_at_Allington,Archdeacon Grantly,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Theodore's!--Sir Raffle Buffle,1,0,1,0,0.002822909685079155
The_Small_House_at_Allington,"Johnny!--""and",1,0,1,0,0.0027736910588150917
The_Small_House_at_Allington,Pratt,4,17,4,17,0.0038064830648803505
The_Small_House_at_Allington,Rosina,0,1,0,1,0.0026274291448917303
The_Small_House_at_Allington,Dear John,1,0,1,0,0.002719637508667499
The_Small_House_at_Allington,the Miss Gruffens,1,0,1,0,0.002719637508667499
The_Small_House_at_Allington,Tomkins,1,0,1,0,0.0027048293725758
The_Small_House_at_Allington,Griselda,2,0,2,0,0.0040784069496730135
The_Small_House_at_Allington,Sir Raffle,23,36,23,36,0.00790519474349024
The_Small_House_at_Allington,Johnny,169,128,169,128,0.042506054769451365
The_Small_House_at_Allington,FitzHoward,10,19,10,19,0.006876182972289965
The_Small_House_at_Allington,Mrs. Eames,2,18,2,18,0.002811845872443269
The_Small_House_at_Allington,Milliner,1,0,1,0,0.0027152264788194375
The_Small_House_at_Allington,Squire Dale,1,0,1,0,0.002922192624888885
The_Small_House_at_Allington,Lily;--something,1,0,1,0,0.0028131700045808472
The_Small_House_at_Allington,Gustavus,1,0,1,0,0.0027486481507874617
The_Small_House_at_Allington,Bell--,1,0,1,0,0.0028131700045808472
The_Small_House_at_Allington,Theodore,3,0,3,0,0.0032138707654540046
The_Small_House_at_Allington,Adolphus--,2,0,2,0,0.0029199529727384523
The_Small_House_at_Allington,Dr. Crofts,93,27,93,27,0.011277352162083157
The_Mysteries_of_London1,Pocock,3,3,3,3,0.002327861867621179
The_Mysteries_of_London1,Venus,1,0,1,0,0.002046157595024142
The_Mysteries_of_London1,Miss--,2,0,2,0,0.0021253108940695797
The_Mysteries_of_London1,Mrs. Styles,1,0,1,0,0.002969917780096725
The_Mysteries_of_London1,JESUS CHRIST,2,0,2,0,0.001998390077288553
The_Mysteries_of_London1,Greenwood,267,331,267,331,0.03825520950320336
The_Mysteries_of_London1,Lincoln,1,0,1,0,0.0024874601048482958
