metric,male_mean,male_std,male_p,female_mean,female_std,female_p,paired_t,paired_p
in_strength,0.9718508462132606,0.18409033997082666,0.2018359594542659,1.1066262375312468,0.2768527908152381,0.0018013583376475441,2.546474176931537,0.013083988293767685
out_strength,0.8916519458385197,0.16413628902017927,4.5541916036794567e-07,1.2147262879145253,0.37350489516961394,7.363105963539616e-06,5.209942939305452,1.816654798360061e-06
pagerank,0.9906535164933598,0.17032322806279912,0.6452394594378595,1.062817501993393,0.2830035223200847,0.0656193986468091,1.3790211432415984,0.17227875061633693
