novel,graph_type,n_nodes,n_edges,density,degree_mean,degree_std,degree_max,degree_gini,degree_centralization,assortativity,clustering_avg,transitivity,avg_path_length,n_components,largest_component_frac,delta_max,delta_mean,delta_median,small_world_sigma,powerlaw_alpha,powerlaw_xmin
Pride_and_Prejudice,cooccurrence,187,1194,0.06865620148352596,12.770053475935828,17.354607996544257,120,0.583537115165847,0.5827375762859633,-0.30887355449318143,0.706107681835866,0.3554744871369688,2.211750305997552,15,0.9197860962566845,0.5,0.133,0.0,3.361123544785352,1.5291221702781272,1.0
Pride_and_Prejudice,dialogue,37,122,0.1831831831831832,6.594594594594595,5.77721273606993,25,0.4490474080638016,0.5404761904761904,-0.34030111857704326,0.6713224975454078,0.40615384615384614,2.0525525525525525,1,1.0,1.0,0.1575,0.0,2.6645085938094413,1.3511482742246286,1.0
Romola,cooccurrence,507,2329,0.018156870999680365,9.187376725838265,18.15988595806569,211,0.6253981400792512,0.4004187375259265,-0.25769126051684527,0.6821056376395481,0.18800405189542993,2.584318611841802,34,0.9191321499013807,1.0,0.154,0.0,4.4832911644284374,1.8742499848246004,1.0
Romola,dialogue,54,125,0.08735150244584207,4.62962962962963,4.804690209677824,23,0.48177777777777764,0.3599419448476052,-0.18651579222746767,0.35812908240444474,0.298050139275766,2.56324248777079,1,1.0,1.0,0.137,0.0,2.6685210478813204,1.6432195514817598,1.0
Rookwood,cooccurrence,572,1893,0.011591735759861855,6.618881118881119,12.561381883854224,181,0.6522419735573461,0.3064675699757274,-0.1771978216795798,0.6234217839295818,0.32047557564019796,2.9340385629725136,96,0.791958041958042,1.5,0.139,0.0,6.756810609533635,2.0086599315486344,1.0
Rookwood,dialogue,90,216,0.05393258426966292,4.8,5.978108210611261,33,0.5352880658436214,0.32405515832482124,-0.16667562900547186,0.3047516918190966,0.30629888843145325,4.114856429463171,1,1.0,1.0,0.179,0.0,1.6000859046136862,1.892450278514185,1.0
Ruth,cooccurrence,227,893,0.034813457565007214,7.86784140969163,14.599202688127669,145,0.6217373502177976,0.612173058013766,-0.34310750621864683,0.7328566478301388,0.23110407597942223,2.242424242424242,20,0.8766519823788547,1.0,0.1045,0.0,3.829317684100261,1.790297219074727,1.0
Ruth,dialogue,33,86,0.16287878787878787,5.212121212121212,5.244088017646422,27,0.44785059901338964,0.7247983870967742,-0.4268843217496817,0.644362826715768,0.31985294117647056,1.9753787878787878,1,1.0,0.5,0.1045,0.0,3.312984127638083,1.6751399731853276,1.0
Sense_and_Sensibility,cooccurrence,150,737,0.06595078299776286,9.826666666666666,14.963398306831536,87,0.6340569877883311,0.5249410484309813,-0.45172742374001335,0.6836169710879246,0.33505021890291015,2.144110275689223,16,0.8866666666666667,0.5,0.143,0.0,3.0410902363747545,1.5563506067080823,1.0
Sense_and_Sensibility,dialogue,27,81,0.23076923076923078,6.0,4.98144706032442,21,0.43758573388203015,0.6230769230769231,-0.3709675968810992,0.5772279161168049,0.4581081081081081,1.962962962962963,1,1.0,1.0,0.149,0.0,2.954012212664675,1.5141050330684351,1.0
Shirley,cooccurrence,498,2001,0.01616930498654578,8.036144578313253,15.929648886581896,156,0.6618869280219328,0.298914454468748,-0.26893262600345247,0.6034553045571982,0.2361513770967074,2.6703489032844643,65,0.8433734939759037,1.0,0.1475,0.0,4.7458326397198505,1.818588094098882,1.0
